Fips_State,Fips_Place,Fips_State_Place,City_Name,St_Name,NYU_500_Largest,Year,Pop_Total,Per_15to44_years(%),Per_18_years_and_over(%),Per_65_years_and_over(%),Pop_Male,Pop_Female,Pop_White,Pop_Black,Pop_Asian,Pop_AIAN,Pop_NHOPI,Pop_Nonhispanic,Pop_Hispanic
13,69000,1369000,Savannah city,Georgia,1,1990,137560,46.34,73.21,13.78,64769,72791,64446,70580,1507,270,74,135604,1956
13,80508,1380508,Warner Robins city,Georgia,1,1990,43726,49.01,72.11,8.21,21141,22585,31779,10910,619,134,12,42939,787
16,08830,1608830,Boise City city,Idaho,1,1990,125738,49.74,74.39,11.91,60783,64955,121262,730,1810,808,164,122315,3423
16,52120,1652120,Meridian city,Idaho,1,1990,9596,47.87,67.64,10.28,4658,4938,9377,31,63,42,8,9361,235
16,56260,1656260,Nampa city,Idaho,1,1990,28365,44.47,71.49,16.43,13588,14777,25388,75,235,275,64,24747,3618
17,02154,1702154,Arlington Heights village,Illinois,1,1990,75460,45.96,77.34,12.24,36321,39139,71514,479,2788,52,9,73414,2046
17,03012,1703012,Aurora city,Illinois,1,1990,99581,50.77,68.86,8.60,49195,50386,73761,11814,1299,237,15,76717,22864
17,06613,1706613,Bloomington city,Illinois,1,1990,51972,51.60,75.88,11.99,24396,27576,47250,3480,750,89,12,51129,843
17,07133,1707133,Bolingbrook village,Illinois,1,1990,40843,54.20,65.53,3.47,20360,20483,31353,6384,2038,124,8,38452,2391
17,12385,1712385,Champaign city,Illinois,1,1990,63502,63.97,81.64,8.16,32871,30631,51254,9006,2589,113,19,62264,1238
17,14000,1714000,Chicago city,Illinois,1,1990,2783726,48.88,74.04,11.86,1334705,1449021,1263524,1087711,102938,7064,1180,2237874,545852
17,14351,1714351,Cicero town,Illinois,1,1990,67436,46.61,71.58,13.70,33574,33862,50692,141,1061,260,31,42505,24931
17,18823,1718823,Decatur city,Illinois,1,1990,83885,42.88,74.85,16.14,39257,44628,69164,13994,401,120,10,83438,447
17,23074,1723074,Elgin city,Illinois,1,1990,77010,50.17,71.69,10.53,38018,38992,59916,5630,2656,172,14,62434,14576
17,24582,1724582,Evanston city,Illinois,1,1990,73233,55.31,81.75,12.37,34374,38859,51684,16749,3501,131,34,70544,2689
17,38570,1738570,Joliet city,Illinois,1,1990,76836,46.10,72.47,14.49,37311,39525,53190,16600,737,148,5,67095,9741
17,51622,1751622,Naperville city,Illinois,1,1990,85351,51.63,69.57,5.57,42012,43339,78998,1795,4121,78,12,83824,1527
17,57225,1757225,Palatine village,Illinois,1,1990,39253,50.37,76.35,8.95,19161,20092,36995,370,1263,42,11,37843,1410
17,59000,1759000,Peoria city,Illinois,1,1990,113504,45.67,74.04,14.43,53586,59918,86852,23692,1883,206,23,111691,1813
17,65000,1765000,Rockford city,Illinois,1,1990,139426,45.59,74.01,14.73,66200,73226,113118,20868,2136,356,15,133585,5841
17,68003,1768003,Schaumburg village,Illinois,1,1990,68586,55.46,76.38,7.29,33457,35129,62140,1471,4441,80,13,66757,1829
17,72000,1772000,Springfield city,Illinois,1,1990,105227,46.39,75.70,14.86,48440,56787,90069,13687,1018,172,15,104357,870
17,79293,1779293,Waukegan city,Illinois,1,1990,69392,49.77,72.92,10.98,34196,35196,44633,13772,2092,274,31,52949,16443
18,05860,1805860,Bloomington city,Indiana,1,1990,60633,72.51,87.39,6.92,28785,31848,55271,2441,2426,122,23,59640,993
18,10342,1810342,Carmel city,Indiana,1,1990,25380,45.06,71.36,8.88,12214,13166,24609,132,574,23,2,25154,226
18,22000,1822000,Evansville city,Indiana,1,1990,126272,44.64,76.92,17.15,58620,67652,113090,12031,695,239,21,125540,732
18,23278,1823278,Fishers town,Indiana,1,1990,7508,57.14,68.50,3.52,3708,3800,7315,77,94,11,0,7430,78
18,25000,1825000,Fort Wayne city,Indiana,1,1990,173072,47.85,73.63,13.34,82311,90761,139244,28989,1688,560,56,168393,4679
18,27000,1827000,Gary city,Indiana,1,1990,116646,43.37,68.22,11.37,53602,63044,19020,93982,206,175,7,109956,6690
18,31000,1831000,Hammond city,Indiana,1,1990,84236,45.09,73.18,14.28,40793,43443,71465,7743,326,203,22,74295,9941
18,40788,1840788,Lafayette city,Indiana,1,1990,43764,48.54,75.77,13.21,21185,22579,41945,936,455,145,9,43031,733
18,51876,1851876,Muncie city,Indiana,1,1990,71035,53.73,80.41,13.30,33105,37930,63304,6774,481,186,20,70410,625
18,71000,1871000,South Bend city,Indiana,1,1990,105511,44.25,74.08,16.81,49812,55699,80221,22049,887,386,29,101965,3546
19,12000,1912000,Cedar Rapids city,Iowa,1,1990,108751,47.98,75.91,13.17,52235,56516,103884,3127,1046,260,21,107508,1243
19,19000,1919000,Davenport city,Iowa,1,1990,95333,46.82,72.78,12.74,45686,49647,84968,7521,969,388,31,92033,3300
19,21000,1921000,Des Moines city,Iowa,1,1990,193187,48.60,75.82,13.40,91074,102113,172417,13741,4543,699,59,188558,4629
19,38595,1938595,Iowa City city,Iowa,1,1990,59738,68.26,83.13,6.57,29560,30178,54410,1516,3322,116,19,58720,1018
19,73335,1973335,Sioux City city,Iowa,1,1990,80505,44.52,72.41,14.69,38539,41966,74525,1848,1185,1624,10,77881,2624
19,82425,1982425,Waterloo city,Iowa,1,1990,66467,42.91,73.64,15.65,31350,35117,57581,8068,447,118,2,65936,531
20,36000,2036000,Kansas City city,Kansas,1,1990,149767,45.11,71.52,13.01,71361,78406,97356,43834,1806,1025,48,139062,10705
20,38900,2038900,Lawrence city,Kansas,1,1990,65608,65.35,81.06,6.99,32657,32951,57149,3192,2502,1945,31,63667,1941
20,52575,2052575,Olathe city,Kansas,1,1990,63352,54.32,67.60,5.23,31088,32264,59731,1912,1046,279,20,62207,1145
20,53775,2053775,Overland Park city,Kansas,1,1990,111790,49.11,75.24,9.90,53286,58504,106648,2051,2109,341,36,109592,2198
20,71000,2071000,Topeka city,Kansas,1,1990,119883,45.90,75.43,14.75,57054,62829,101550,12761,909,1538,39,112953,6930
20,79000,2079000,Wichita city,Kansas,1,1990,304011,47.90,73.50,12.39,147659,156352,250176,34301,7671,3527,102,288761,15250
22,05000,2205000,Baton Rouge city,Louisiana,1,1990,219531,50.48,75.05,11.46,103776,115755,118429,96346,3652,318,21,216089,3442
22,39475,2239475,Kenner city,Louisiana,1,1990,72033,51.28,70.09,6.62,34687,37346,55765,13021,1198,199,19,64793,7240
22,40735,2240735,Lafayette city,Louisiana,1,1990,94440,50.76,73.66,9.51,45410,49030,66867,25679,1258,191,16,92826,1614
22,41155,2241155,Lake Charles city,Louisiana,1,1990,70580,44.85,72.72,13.23,33418,37162,40441,29387,370,151,7,69769,811
22,55000,2255000,New Orleans city,Louisiana,1,1990,496938,47.13,72.54,13.01,230883,266055,173554,307728,9559,759,119,479700,17238
22,70000,2270000,Shreveport city,Louisiana,1,1990,198525,44.25,71.57,13.70,91458,107067,107838,88860,995,389,22,196369,2156
23,60545,2360545,Portland city,Maine,1,1990,64358,52.24,80.17,15.00,29909,34449,62161,720,1062,262,9,63845,513
24,04000,2404000,Baltimore city,Maryland,1,1990,736014,47.73,75.56,13.71,343513,392501,287753,435768,7822,2555,120,728412,7602
25,07000,2507000,Boston city,Massachusetts,1,1990,574283,57.03,80.87,11.48,275972,298311,360875,146945,30181,1884,207,512328,61955
25,09000,2509000,Brockton city,Massachusetts,1,1990,92788,47.54,73.48,12.38,44590,48198,74449,12028,1562,269,27,86928,5860
25,11000,2511000,Cambridge city,Massachusetts,1,1990,95802,63.09,85.79,10.51,46554,49248,72122,12930,8052,288,29,89296,6506
25,23000,2523000,Fall River city,Massachusetts,1,1990,92703,44.05,75.68,18.07,42873,49830,90076,952,1220,94,10,91126,1577
25,34550,2534550,Lawrence city,Massachusetts,1,1990,70207,46.72,68.46,12.60,33543,36664,45624,4496,1334,367,24,40970,29237
25,37000,2537000,Lowell city,Massachusetts,1,1990,103439,50.52,73.90,12.09,50391,53048,83859,2474,11470,177,23,92940,10499
25,37490,2537490,Lynn city,Massachusetts,1,1990,81245,46.56,75.31,15.11,38838,42407,67482,6545,2993,227,10,73813,7432
25,45000,2545000,New Bedford city,Massachusetts,1,1990,99922,43.79,75.03,17.39,46831,53091,87486,4069,383,404,21,93269,6653
25,45560,2545560,Newton city,Massachusetts,1,1990,82585,49.87,81.46,14.88,38062,44523,76623,1717,3732,95,28,80947,1638
25,55745,2555745,Quincy city,Massachusetts,1,1990,84985,50.05,82.90,16.73,39482,45503,77915,928,5554,177,23,83788,1197
25,62535,2562535,Somerville city,Massachusetts,1,1990,76210,59.15,84.43,12.34,36447,39763,67624,4267,2800,112,24,71426,4784
25,67000,2567000,Springfield city,Massachusetts,1,1990,156983,47.69,73.18,13.74,74012,82971,107626,30064,1598,333,38,130455,26528
25,82000,2582000,Worcester city,Massachusetts,1,1990,169759,48.91,77.71,16.07,80867,88892,147827,7669,4731,540,39,153501,16258
26,03000,2603000,Ann Arbor city,Michigan,1,1990,109592,65.00,82.74,7.19,54204,55388,89841,9905,8395,386,29,106765,2827
26,21000,2621000,Dearborn city,Michigan,1,1990,89286,43.57,76.92,17.98,43172,46114,87099,494,828,297,9,86803,2483
26,22000,2622000,Detroit city,Michigan,1,1990,1027974,46.82,70.59,12.15,476814,551160,222316,777916,8325,3655,136,999501,28473
26,27440,2627440,Farmington Hills city,Michigan,1,1990,74652,47.94,77.36,11.75,36324,38328,70073,1429,2864,129,6,73765,887
26,29000,2629000,Flint city,Michigan,1,1990,140761,47.15,69.63,10.73,65837,74924,69788,67485,671,1045,19,136747,4014
26,34000,2634000,Grand Rapids city,Michigan,1,1990,189126,48.88,72.49,13.07,89855,99271,144464,35073,2110,1573,54,179732,9394
26,42160,2642160,Kalamazoo city,Michigan,1,1990,80277,57.35,77.98,10.85,37849,42428,62039,15053,1484,450,21,78124,2153
26,46000,2646000,Lansing city,Michigan,1,1990,127321,51.74,72.58,9.56,60351,66970,94135,23626,2211,1295,52,117209,10112
26,49000,2649000,Livonia city,Michigan,1,1990,100850,44.01,76.88,13.07,48997,51853,98870,265,1346,182,6,99495,1355
26,69035,2669035,Rochester Hills city,Michigan,1,1990,61766,48.95,73.59,8.66,30038,31728,58667,844,1954,132,5,60891,875
26,74900,2674900,Southfield city,Michigan,1,1990,75728,46.03,79.82,16.97,35466,40262,51409,22053,1790,190,11,74428,1300
26,76460,2676460,Sterling Heights city,Michigan,1,1990,117810,49.65,74.07,9.23,57478,60332,113452,475,3351,279,18,116496,1314
26,80700,2680700,Troy city,Michigan,1,1990,72884,47.82,73.44,8.42,35708,37176,66701,983,4932,115,11,71957,927
26,84000,2684000,Warren city,Michigan,1,1990,144864,43.93,79.07,14.88,70439,74425,140995,1047,1930,669,12,143281,1583
26,86000,2686000,Westland city,Michigan,1,1990,84724,50.51,76.41,10.77,40655,44069,80197,2829,817,467,14,83130,1594
26,88940,2688940,Wyoming city,Michigan,1,1990,63891,50.43,72.22,9.74,30990,32901,59752,1736,937,350,18,61657,2234
27,06616,2706616,Bloomington city,Minnesota,1,1990,86335,47.87,78.73,10.29,41777,44558,81766,1394,2643,248,26,85530,805
27,07966,2707966,Brooklyn Park city,Minnesota,1,1990,56381,55.90,69.85,3.32,27749,28632,51079,2785,1907,348,9,55731,650
27,17000,2717000,Duluth city,Minnesota,1,1990,85493,46.64,77.19,17.08,40302,45191,81980,747,749,1837,19,84983,510
27,43000,2743000,Minneapolis city,Minnesota,1,1990,368383,55.18,79.38,12.95,178671,189712,288967,47948,15550,12335,173,360483,7900
27,51730,2751730,Plymouth city,Minnesota,1,1990,50889,52.49,72.72,5.00,25279,25610,48682,821,1022,185,18,50371,518
27,54880,2754880,Rochester city,Minnesota,1,1990,70745,49.97,74.02,10.95,33754,36991,66650,728,2911,214,15,69923,822
27,58000,2758000,St. Paul city,Minnesota,1,1990,272235,50.25,75.42,13.74,128606,143629,223947,20083,19033,3697,164,260759,11476
28,29700,2829700,Gulfport city,Mississippi,1,1990,40775,45.99,74.92,14.44,19964,20811,28496,11656,353,114,23,40143,632
28,36000,2836000,Jackson city,Mississippi,1,1990,196637,48.57,72.45,11.62,91125,105512,85675,109620,971,191,13,195755,882
29,15670,2915670,Columbia city,Missouri,1,1990,69101,63.29,81.52,8.66,33148,35953,58830,6859,2828,231,19,68196,905
29,35000,2935000,Independence city,Missouri,1,1990,112301,44.51,75.91,14.38,53326,58975,108029,1627,658,684,439,110088,2213
29,38000,2938000,Kansas City city,Missouri,1,1990,435146,47.74,75.17,12.91,206965,228181,290572,128768,4994,2144,245,418129,17017
29,41348,2941348,Lee's Summit city,Missouri,1,1990,46418,48.19,71.78,10.93,21938,24480,44997,808,270,141,18,45959,459
29,54074,2954074,O'Fallon city,Missouri,1,1990,18698,50.88,68.73,6.50,9150,9548,18297,215,47,68,2,18391,307
29,64550,2964550,St. Joseph city,Missouri,1,1990,71852,43.09,74.30,17.07,33717,38135,68245,2616,236,236,16,70266,1586
29,65000,2965000,St. Louis city,Missouri,1,1990,396685,45.31,74.78,16.64,180680,216005,202085,188408,3670,950,63,391561,5124
29,70000,2970000,Springfield city,Missouri,1,1990,140494,50.43,79.42,15.18,66406,74088,134384,3527,1218,939,46,139155,1339
30,06550,3006550,Billings city,Montana,1,1990,81151,46.06,74.34,13.56,38718,42433,76738,439,443,2569,36,78670,2481
30,50200,3050200,Missoula city,Montana,1,1990,42918,53.92,77.72,12.33,20772,22146,40983,148,578,1045,44,42367,551
31,28000,3128000,Lincoln city,Nebraska,1,1990,191972,53.54,76.56,10.94,93327,98645,181320,4515,3212,1150,76,188208,3764
31,37000,3137000,Omaha city,Nebraska,1,1990,335795,47.40,74.56,12.89,160392,175403,281603,43989,3282,2274,130,325507,10288
32,31900,3231900,Henderson city,Nevada,1,1990,64942,48.93,71.72,8.34,32279,32663,59387,1725,1201,635,115,59662,5280
32,40000,3240000,Las Vegas city,Nevada,1,1990,258295,48.67,75.04,10.27,130981,127314,202549,29529,8789,2282,536,225926,32369
32,51800,3251800,North Las Vegas city,Nevada,1,1990,47707,47.80,65.81,6.76,23630,24077,21578,17827,1017,500,110,37117,10590
32,60600,3260600,Reno city,Nevada,1,1990,133850,51.49,79.21,11.81,68034,65816,115203,3851,5857,1909,648,118978,14872
32,68400,3268400,Sparks city,Nevada,1,1990,53367,50.48,74.65,9.32,26299,27068,47194,1270,2262,767,133,48797,4570
33,45140,3345140,Manchester city,New Hampshire,1,1990,99567,50.07,76.96,13.68,47725,51842,96550,968,1055,206,37,97446,2121
33,50260,3350260,Nashua city,New Hampshire,1,1990,79662,51.31,75.90,10.15,39078,40584,75800,1293,1524,177,12,77255,2407
34,08920,3408920,Burlington city,New Jersey,1,1990,9835,43.22,77.47,18.47,4631,5204,7404,2308,54,17,1,9647,188
34,10000,3410000,Camden city,New Jersey,1,1990,87492,46.94,64.39,8.40,41605,45887,16620,49362,1136,363,16,60219,27273
34,13360,3413360,Clayton borough,New Jersey,1,1990,6155,48.89,68.95,9.96,2948,3207,5080,968,32,21,0,5970,185
34,13690,3413690,Clifton city,New Jersey,1,1990,71742,43.36,82.22,20.92,33941,37801,66546,1005,2508,74,5,66865,4877
34,20350,3420350,Egg Harbor City city,New Jersey,1,1990,4583,46.26,71.63,13.86,2191,2392,3612,509,33,6,0,3624,959
34,21000,3421000,Elizabeth city,New Jersey,1,1990,110002,48.32,75.38,12.06,53617,56385,72098,21833,2969,297,33,66952,43050
34,26340,3426340,Glassboro borough,New Jersey,1,1990,15614,55.85,78.12,10.41,7360,8254,12291,2893,214,30,20,15162,452
34,29430,3429430,Hammonton town,New Jersey,1,1990,12208,43.23,78.74,18.33,5754,6454,11580,139,85,4,0,11163,1045
34,36000,3436000,Jersey City city,New Jersey,1,1990,228537,51.06,75.43,11.06,111102,117435,110263,67864,25824,787,135,173142,55395
34,39420,3439420,Lawnside borough,New Jersey,1,1990,2841,40.13,76.98,15.77,1287,1554,51,2744,7,26,0,2811,30
34,46680,3446680,Millville city,New Jersey,1,1990,25992,45.69,73.40,13.38,12316,13676,22522,2195,149,101,6,24018,1974
34,51000,3451000,Newark city,New Jersey,1,1990,275221,49.62,71.48,9.28,131584,143637,78771,160885,3205,649,76,203460,71761
34,56550,3456550,Passaic city,New Jersey,1,1990,58041,50.14,72.72,10.40,28466,29575,26304,11955,4066,292,28,29013,29028
34,57000,3457000,Paterson city,New Jersey,1,1990,140891,49.36,71.04,9.62,67797,73094,57977,50729,1989,436,35,83180,57711
34,57750,3457750,Penns Grove borough,New Jersey,1,1990,5228,43.04,68.61,13.85,2399,2829,3061,1860,10,21,2,4816,412
34,59640,3459640,Pleasantville city,New Jersey,1,1990,16027,47.94,74.91,13.97,7483,8544,5825,8826,291,62,2,14337,1690
34,65490,3465490,Salem city,New Jersey,1,1990,6883,44.36,71.22,14.85,3171,3712,3226,3489,18,24,0,6632,251
34,74000,3474000,Trenton city,New Jersey,1,1990,88675,48.22,73.41,12.71,43009,45666,37392,43689,523,223,62,76145,12530
34,74630,3474630,Union City city,New Jersey,1,1990,58012,49.17,75.83,10.03,28397,29615,43323,2965,1206,137,9,14143,43869
35,02000,3502000,Albuquerque city,New Mexico,1,1990,384736,49.74,74.99,11.12,186584,198152,301010,11484,6409,11708,251,252030,132706
35,39380,3539380,Las Cruces city,New Mexico,1,1990,62126,49.13,73.26,11.31,30418,31708,54791,1211,659,538,31,33002,29124
35,70500,3570500,Santa Fe city,New Mexico,1,1990,55859,47.23,76.95,12.79,26533,29326,45359,332,325,1249,28,29366,26493
36,01000,3601000,Albany city,New York,1,1990,101082,54.50,82.16,15.33,46999,54083,76323,20869,2312,277,14,97899,3183
36,11000,3611000,Buffalo city,New York,1,1990,328123,47.67,75.76,14.84,153050,175073,212449,100579,3229,2547,32,311994,16129
36,49121,3649121,Mount Vernon city,New York,1,1990,67153,45.91,76.83,14.88,30356,36797,26698,37138,1230,263,8,61916,5237
36,50617,3650617,New Rochelle city,New York,1,1990,67265,43.92,79.71,17.27,31484,35781,51141,12166,1961,80,6,60018,7247
36,51000,3651000,New York city,New York,1,1990,7322564,48.25,76.97,13.02,3437687,3884877,3827088,2102512,509955,27531,2764,5539053,1783511
36,63000,3663000,Rochester city,New York,1,1990,231636,51.28,74.02,12.15,109286,122350,141503,73024,4045,1103,36,211581,20055
36,65508,3665508,Schenectady city,New York,1,1990,65566,47.80,77.90,17.05,30868,34698,58093,5697,683,191,13,63805,1761
36,73000,3673000,Syracuse city,New York,1,1990,163860,51.03,77.37,14.89,76342,87518,122867,33320,3525,2062,34,159126,4734
36,84000,3684000,Yonkers city,New York,1,1990,188082,44.70,78.48,16.45,87721,100361,143339,26547,5609,342,28,156606,31476
37,02140,3702140,Asheville city,North Carolina,1,1990,61607,42.82,79.53,20.05,27944,33663,48726,12207,369,165,5,61074,533
37,10740,3710740,Cary town,North Carolina,1,1990,43858,56.42,73.69,4.43,21653,22205,39374,2417,1678,119,6,43175,683
37,12000,3712000,Charlotte city,North Carolina,1,1990,395934,51.87,75.82,9.80,188088,207846,259760,125827,7134,1425,77,390363,5571
37,14100,3714100,Concord city,North Carolina,1,1990,27347,44.81,77.77,16.78,12728,14619,21495,5623,146,63,4,27197,150
37,19000,3719000,Durham city,North Carolina,1,1990,136611,55.52,78.02,11.30,63474,73137,70640,62449,2658,334,14,135001,1610
37,22920,3722920,Fayetteville city,North Carolina,1,1990,75695,49.76,75.14,10.65,35839,39856,43578,28979,1030,973,121,73314,2381
37,25580,3725580,Gastonia city,North Carolina,1,1990,54732,45.34,74.69,14.43,25491,29241,40501,13617,381,103,3,54438,294
37,28000,3728000,Greensboro city,North Carolina,1,1990,183521,52.35,78.61,11.76,85244,98277,117237,62305,2610,852,23,181756,1765
37,28080,3728080,Greenville city,North Carolina,1,1990,44972,61.15,80.31,8.69,21278,23694,28867,15337,496,105,28,44593,379
37,31400,3731400,High Point city,North Carolina,1,1990,69496,46.67,75.89,14.10,32198,37298,47347,20980,633,375,20,68944,552
37,34200,3734200,Jacksonville city,North Carolina,1,1990,30013,52.41,70.76,7.70,14351,15662,20303,8007,800,144,102,28442,1571
37,55000,3755000,Raleigh city,North Carolina,1,1990,207951,58.88,80.37,8.82,100848,107103,143862,57354,5092,584,35,205011,2940
37,74440,3774440,Wilmington city,North Carolina,1,1990,55530,48.54,78.20,15.89,25150,30380,36059,18815,298,167,21,55053,477
37,75000,3775000,Winston-Salem city,North Carolina,1,1990,143485,49.27,78.31,14.17,65810,77675,85330,56328,1075,325,22,142249,1236
38,25700,3825700,Fargo city,North Dakota,1,1990,74111,55.99,77.58,10.06,36786,37325,71968,260,915,796,14,73567,544
39,01000,3901000,Akron city,Ohio,1,1990,223019,47.29,75.54,14.87,105192,117827,164493,54656,2668,603,33,221418,1601
39,12000,3912000,Canton city,Ohio,1,1990,84161,44.19,73.93,16.37,38843,45318,67890,15325,246,429,21,83272,889
39,15000,3915000,Cincinnati city,Ohio,1,1990,364040,48.72,74.91,13.93,169305,194735,220285,138132,3983,660,47,361654,2386
39,16000,3916000,Cleveland city,Ohio,1,1990,505616,45.13,73.08,13.99,237211,268405,250234,235405,5020,1562,95,482419,23197
39,18000,3918000,Columbus city,Ohio,1,1990,632910,55.39,76.29,9.15,305574,327336,471025,142748,14880,1469,113,626169,6741
39,21000,3921000,Dayton city,Ohio,1,1990,182044,47.79,74.18,13.14,85675,96369,106258,73595,1117,410,40,180688,1356
39,61000,3961000,Parma city,Ohio,1,1990,87876,42.46,78.85,19.10,41690,46186,86028,639,945,85,12,87108,768
39,77000,3977000,Toledo city,Ohio,1,1990,332943,47.05,73.81,13.58,157941,175002,256239,65598,3463,920,24,319736,13207
39,88000,3988000,Youngstown city,Ohio,1,1990,95732,41.24,73.77,18.25,44319,51413,56777,36487,278,228,11,91912,3820
40,09050,4009050,Broken Arrow city,Oklahoma,1,1990,58043,51.16,66.08,5.51,28642,29401,53219,1809,526,2079,32,56814,1229
40,23200,4023200,Edmond city,Oklahoma,1,1990,52315,51.26,70.84,7.02,25414,26901,48005,1621,1037,1317,19,51394,921
40,41850,4041850,Lawton city,Oklahoma,1,1990,80561,49.25,70.51,9.17,39227,41334,57019,15575,2302,2684,319,75457,5104
40,52500,4052500,Norman city,Oklahoma,1,1990,80071,57.76,77.69,8.23,39992,40079,70053,2861,2535,3867,37,78167,1904
40,55000,4055000,Oklahoma City city,Oklahoma,1,1990,444719,47.70,74.03,11.87,214466,230253,332539,71064,10233,18794,258,422686,22033
40,75000,4075000,Tulsa city,Oklahoma,1,1990,367302,47.83,75.64,12.71,175538,191764,291444,49825,5002,17091,131,357738,9564
41,05350,4105350,Beaverton city,Oregon,1,1990,53310,53.49,74.96,9.12,25514,27796,47679,533,3962,290,123,51549,1761
41,05800,4105800,Bend city,Oregon,1,1990,20469,50.41,75.22,13.48,9987,10482,19959,39,133,174,20,19984,485
41,23850,4123850,Eugene city,Oregon,1,1990,112669,53.76,78.74,12.67,54193,58476,105268,1410,3659,1004,237,109618,3051
41,31250,4131250,Gresham city,Oregon,1,1990,68235,49.29,72.62,10.04,33117,35118,64027,740,1731,654,144,65951,2284
41,34100,4134100,Hillsboro city,Oregon,1,1990,37520,49.24,69.01,8.68,18582,18938,33235,183,747,209,80,33317,4203
41,47000,4147000,Medford city,Oregon,1,1990,46951,43.48,74.76,17.39,22285,24666,44501,120,487,565,55,44564,2387
41,59000,4159000,Portland city,Oregon,1,1990,437319,49.86,78.10,14.56,211914,225405,370135,33530,21997,5399,1188,423445,13874
41,64900,4164900,Salem city,Oregon,1,1990,107786,48.71,75.96,14.55,53591,54195,98277,1632,2292,1771,285,101198,6588
42,02000,4202000,Allentown city,Pennsylvania,1,1990,105090,46.59,78.07,16.91,49690,55400,90557,5230,1397,186,17,92816,12274
42,06088,4206088,Bethlehem city,Pennsylvania,1,1990,71428,47.11,79.26,17.23,34280,37148,62540,2080,1217,59,11,62128,9300
42,24000,4224000,Erie city,Pennsylvania,1,1990,108718,45.88,74.92,16.09,51286,57432,93556,13086,501,229,13,106112,2606
42,60000,4260000,Philadelphia city,Pennsylvania,1,1990,1585577,46.27,76.07,15.18,737763,847814,848586,631936,43096,3454,426,1496384,89193
42,61000,4261000,Pittsburgh city,Pennsylvania,1,1990,369879,47.09,80.16,17.93,171722,198157,266791,95362,5862,671,75,366411,3468
42,63624,4263624,Reading city,Pennsylvania,1,1990,78380,44.80,74.63,16.64,36776,41604,61640,7607,1100,113,14,63894,14486
42,69000,4269000,Scranton city,Pennsylvania,1,1990,81805,41.79,79.06,21.92,37496,44309,79498,1290,741,73,6,81260,545
44,19180,4419180,Cranston city,Rhode Island,1,1990,76060,45.79,80.71,18.57,36594,39466,72318,1837,1338,139,10,74528,1532
44,54640,4454640,Pawtucket city,Rhode Island,1,1990,72644,46.29,76.99,16.32,34167,38477,64836,2608,457,203,15,67433,5211
44,59000,4459000,Providence city,Rhode Island,1,1990,160728,51.75,76.37,13.56,76439,84289,112404,23828,9428,1495,119,135746,24982
44,74300,4474300,Warwick city,Rhode Island,1,1990,85427,44.77,78.55,16.79,40562,44865,83695,673,702,183,11,84582,845
45,13330,4513330,Charleston city,South Carolina,1,1990,80414,52.00,77.74,12.85,37951,42463,46023,33439,661,92,24,79765,649
45,16000,4516000,Columbia city,South Carolina,1,1990,98052,59.21,80.34,11.83,48218,49834,52625,42837,1242,341,157,96108,1944
45,48535,4548535,Mount Pleasant town,South Carolina,1,1990,30108,53.10,75.48,9.36,14715,15393,27075,2766,185,39,5,29829,279
45,50875,4550875,North Charleston city,South Carolina,1,1990,70218,59.67,73.82,5.87,38208,32010,44003,24117,1070,345,72,68474,1744
45,61405,4561405,Rock Hill city,South Carolina,1,1990,41643,51.38,75.23,12.37,18940,22703,25161,15884,332,186,9,41378,265
46,52980,4652980,Rapid City city,South Dakota,1,1990,54523,48.11,72.46,11.47,26661,27862,48082,691,491,4852,50,53308,1215
46,59020,4659020,Sioux Falls city,South Dakota,1,1990,100814,49.54,74.16,11.68,48020,52794,97627,733,658,1574,30,100243,571
47,14000,4714000,Chattanooga city,Tennessee,1,1990,152466,45.32,76.69,15.26,70421,82045,99057,51338,1463,329,15,151492,974
47,15160,4715160,Clarksville city,Tennessee,1,1990,75494,56.13,73.82,7.13,39061,36433,56588,15776,1461,319,184,72583,2911
47,40000,4740000,Knoxville city,Tennessee,1,1990,165121,50.76,80.17,15.41,77047,88074,136604,26053,1696,399,29,164022,1099
47,48000,4748000,Memphis city,Tennessee,1,1990,610337,47.75,73.14,12.22,285010,325327,268600,334737,4703,960,102,605882,4455
47,51560,4751560,Murfreesboro city,Tennessee,1,1990,44922,56.37,77.87,9.87,21411,23511,36977,6508,1245,82,8,44564,358
47,52006,4752006,Nashville-Davidson (remainder),Tennessee,1,1990,488374,51.45,77.14,11.43,231709,256665,360284,118627,6754,1130,98,483742,4632
48,01000,4801000,Abilene city,Texas,1,1990,106654,48.71,72.88,11.78,51893,54761,87888,7474,1336,407,63,90105,16549
48,01924,4801924,Allen city,Texas,1,1990,18309,55.89,64.26,2.73,9162,9147,17061,595,209,111,5,17509,800
48,03000,4803000,Amarillo city,Texas,1,1990,157615,45.76,71.85,12.04,75523,82092,130358,9441,2939,1187,21,134384,23231
48,04000,4804000,Arlington city,Texas,1,1990,261721,56.71,72.91,4.97,131153,130568,216284,22009,10066,1323,205,238409,23312
48,05000,4805000,Austin city,Texas,1,1990,465622,59.25,76.94,7.43,232473,233149,328542,57868,13911,1756,230,358754,106868
48,06128,4806128,Baytown city,Texas,1,1990,63850,48.46,69.33,9.68,31453,32397,46590,7672,459,211,20,49066,14784
48,07000,4807000,Beaumont city,Texas,1,1990,114323,45.15,73.22,13.77,54377,59946,62842,47164,1892,243,13,109404,4919
