Fips_State,Fips_Place,Fips_State_Place,City_Name,St_Name,NYU_500_Largest,Year,Pop_Total,Per_15to44_years(%),Per_18_years_and_over(%),Per_65_years_and_over(%),Pop_Male,Pop_Female,Pop_White,Pop_Black,Pop_Asian,Pop_AIAN,Pop_NHOPI,Pop_Nonhispanic,Pop_Hispanic
1,7000,107000,Birmingham city, Alabama,1,2010,211670,42.8,78.7,13.1,98760,112910,47657,158193,1528,593,0,204155,7515
1,21184,121184,Dothan city, Alabama,0,2010,66121,38.7,74.8,14.3,31087,35034,41867,21123,916,186,0,64104,2017
1,35896,135896,Hoover city, Alabama,1,2010,80376,39.7,71.3,12.4,38694,41682,57507,11555,5345,235,0,72254,8122
1,37000,137000,Huntsville city, Alabama,1,2010,181126,42.5,78.4,13.5,88132,92994,114796,53460,5734,434,161,170562,10564
1,50000,150000,Mobile city, Alabama,1,2010,195249,40.5,76.7,13.9,91746,103503,89418,98746,2621,474,53,190257,4992
1,51000,151000,Montgomery city, Alabama,1,2010,206655,43.5,75.3,11.8,97605,109050,78817,115853,4368,571,90,198566,8089
1,77256,177256,Tuscaloosa city, Alabama,1,2010,90637,50.7,79.9,11,43997,46640,48895,38870,861,0,0,86642,3995
2,3000,203000,Anchorage municipality, Alaska,1,2010,293227,44.6,74.1,7,148566,144661,195553,17874,23986,21787,6388,270925,22302
4,4720,404720,Avondale city, Arizona,1,2010,76446,45.6,66.5,4.6,39206,37240,59236,6888,1557,1039,189,32456,43990
4,12000,412000,Chandler city, Arizona,1,2010,236775,44,72.3,7.2,116459,120316,181872,12980,24702,1834,384,180028,56747
4,23620,423620,Flagstaff city, Arizona,0,2010,65976,58.1,80,7.6,31783,34193,47043,1248,1731,8413,51,54703,11273
4,27400,427400,Gilbert town, Arizona,1,2010,209007,43.9,70,5.8,103460,105547,173989,11926,10597,2577,205,180642,28365
4,27820,427820,Glendale city, Arizona,1,2010,227358,44.4,71.8,8.6,112794,114564,160175,15327,8313,4836,697,141901,85457
4,28380,428380,Goodyear city, Arizona,0,2010,65445,46.3,72.5,9.9,31194,34251,57568,2244,904,2116,0,43326,22119
4,46000,446000,Mesa city, Arizona,1,2010,440248,40.4,74.5,14.7,214522,225726,369684,13168,10333,11202,1308,324773,115475
4,54050,454050,Peoria city, Arizona,1,2010,154475,40.3,74.6,14.1,73403,81072,133143,5866,6887,1422,56,122187,32288
4,55000,455000,Phoenix city, Arizona,1,2010,1449481,45,72.2,8.7,731869,717612,1128609,100335,42050,24637,2515,877736,571745
4,64210,464210,San Tan Valley CDP, Arizona,0,2010,74977,44.4,60.7,6.1,36003,38974,49889,3298,2977,2077,1237,52826,22151
4,65000,465000,Scottsdale city, Arizona,1,2010,217977,33.5,82.6,19.8,104832,113145,200918,4118,5771,1397,169,202249,15728
4,71510,471510,Surprise city, Arizona,1,2010,117826,37,70.2,18.1,57572,60254,106563,3721,786,795,0,97971,19855
4,73000,473000,Tempe city, Arizona,1,2010,162123,56.8,80.7,9.9,83327,78796,127359,8114,9884,4731,1987,127900,34223
4,77000,477000,Tucson city, Arizona,1,2010,521132,45.6,77.3,12,258275,262857,406502,24883,12609,16563,1026,309756,211376
4,85540,485540,Yuma city, Arizona,1,2010,93409,45.1,70.2,10.5,46307,47102,60535,2827,1616,845,107,40308,53101
5,23290,523290,Fayetteville city, Arkansas,1,2010,73946,57.6,81.3,9.9,35991,37955,63496,4865,1361,1111,0,69737,4209
5,24550,524550,Fort Smith city, Arkansas,1,2010,86338,41.9,74.9,12,42421,43917,68833,8336,4413,452,0,72034,14304
5,35710,535710,Jonesboro city, Arkansas,1,2010,67486,48.7,74.3,10.3,33384,34102,-998,-998,-998,-998,-998,63847,3639
5,41000,541000,Little Rock city, Arkansas,1,2010,193973,41.6,73.5,11.3,91274,102699,102579,83780,5377,745,50,183124,10849
5,66080,566080,Springdale city, Arkansas,1,2010,70751,44.6,66.1,7.7,33760,36991,47566,2264,938,277,3734,47872,22879
6,562,600562,Alameda city, California,1,2010,73981,40.7,75.9,11.6,34930,39051,34074,6738,24442,267,999,64946,9035
6,884,600884,Alhambra city, California,1,2010,83202,45.6,83.5,16.1,38154,45048,21262,972,43049,45,0,53545,29657
6,2000,602000,Anaheim city, California,1,2010,337259,46,73.6,9.4,171859,165400,195457,9062,46131,1122,886,155244,182015
6,2252,602252,Antioch city, California,1,2010,102745,41.7,73,9.8,49453,53292,52584,13027,12011,856,1962,61143,41602
6,2364,602364,Apple Valley town, California,1,2010,69387,36,72,14.9,32930,36457,57326,5677,1642,72,0,48517,20870
6,2553,602553,Arden-Arcade CDP, California,0,2010,87272,42.9,79.9,15.2,40372,46900,62644,7495,5002,1018,432,67522,19750
6,3526,603526,Bakersfield city, California,1,2010,348582,43.4,68.3,8.7,173473,175109,227269,28173,19603,3005,162,186631,161951
6,3666,603666,Baldwin Park city, California,1,2010,75496,43.6,68.4,8.6,35872,39624,26445,1106,11720,800,0,14476,61020
6,4982,604982,Bellflower city, California,1,2010,76717,44.2,73.8,10.4,35921,40796,28663,11667,8193,685,0,38669,38048
6,6000,606000,Berkeley city, California,1,2010,112824,55,86.9,12.1,53328,59496,69208,12520,23378,123,162,100839,11985
6,8786,608786,Buena Park city, California,1,2010,80766,42.5,74.4,10.3,37841,42925,45296,3090,24593,179,1844,50095,30671
6,8954,608954,Burbank city, California,1,2010,103472,42.3,81,14.5,48500,54972,79813,1402,14119,45,0,81873,21599
6,10046,610046,Camarillo city, California,0,2010,65406,31.5,77.1,21.6,29023,36383,47381,1112,8803,486,53,49677,15729
6,11194,611194,Carlsbad city, California,1,2010,105707,39.7,77.7,11.5,53138,52569,91926,1273,6505,71,81,94188,11519
6,11530,611530,Carson city, California,1,2010,91828,41.3,76.8,12.3,45492,46336,27324,18854,26705,685,2783,58656,33172
6,13014,613014,Chico city, California,1,2010,86213,51.5,82.6,10.5,41857,44356,70317,2218,4576,1251,113,72373,13840
6,13210,613210,Chino city, California,1,2010,78237,49,73.3,6.8,40030,38207,46160,4675,8643,554,244,33284,44953
6,13214,613214,Chino Hills city, California,1,2010,75070,41.1,74.4,7.2,35798,39272,38186,2559,21633,186,112,47363,27707
6,13392,613392,Chula Vista city, California,1,2010,244789,43.1,72,10.1,115293,129496,160287,13237,39342,1317,180,109018,135771
6,13588,613588,Citrus Heights city, California,1,2010,83490,42.3,78.1,13.3,40704,42786,69968,1557,1318,739,45,68089,15401
6,14218,614218,Clovis city, California,1,2010,95915,42.5,72.1,12.2,48070,47845,67689,4200,7737,2349,53,70572,25343
6,15044,615044,Compton city, California,1,2010,96558,46.1,68.1,6.6,46880,49678,45389,33840,144,352,0,35549,61009
6,16000,616000,Concord city, California,1,2010,122508,42.1,77.4,11.8,58950,63558,87092,5132,13221,773,1024,90511,31997
6,16350,616350,Corona city, California,1,2010,153335,44.3,70.7,7.6,77726,75609,109403,6207,14952,1160,2736,89151,64184
6,16532,616532,Costa Mesa city, California,1,2010,110253,50.8,78.6,8.5,56717,53536,71905,1223,8931,620,252,66662,43591
6,17918,617918,Daly City city, California,1,2010,101361,43.5,78.3,11.7,49447,51914,27862,2862,57504,237,137,76768,24593
6,18100,618100,Davis city, California,0,2010,65740,54.3,78.6,8.8,32556,33184,43957,1396,13409,57,392,57790,7950
6,19766,619766,Downey city, California,1,2010,111922,44.7,73.7,10.1,56251,55671,48458,3782,7344,522,95,29383,82539
6,20802,620802,East Los Angeles CDP, California,0,2010,127198,49.3,70.3,7.7,66095,61103,65495,592,828,861,121,3190,124008
6,21712,621712,El Cajon city, California,1,2010,99841,44.8,72.1,9.8,49497,50344,73778,6502,4333,1030,184,70350,29491
6,22020,622020,Elk Grove city, California,1,2010,153401,40.4,70.4,8.9,75206,78195,68196,15492,39696,766,4995,124091,29310
6,22230,622230,El Monte city, California,1,2010,113614,45,74.7,11.4,55826,57788,42040,516,30841,1091,309,40612,73002
6,22804,622804,Escondido city, California,1,2010,144402,43.6,74.7,15.2,69294,75108,124845,2746,4041,713,127,78060,66342
6,23182,623182,Fairfield city, California,1,2010,105580,42.1,72.1,9.8,50417,55163,48600,16947,16620,686,926,77836,27744
6,24638,624638,Folsom city, California,1,2010,72348,44,76.7,8.9,40490,31858,49590,6119,10103,819,1189,64218,8130
6,24680,624680,Fontana city, California,1,2010,196778,46.6,69.2,6.4,97566,99212,118496,24506,11995,1058,960,74594,122184
6,26000,626000,Fremont city, California,1,2010,214613,42.1,75.9,10,106745,107868,73507,10342,100448,513,1060,181072,33541
6,27000,627000,Fresno city, California,1,2010,496147,45.1,69.3,9,242478,253669,266945,37239,65354,3676,1113,264057,232090
6,28000,628000,Fullerton city, California,1,2010,135541,45,75.9,11.9,65943,69598,71470,3335,31413,1002,93,85487,50054
6,29000,629000,Garden Grove city, California,1,2010,171386,46.2,75.7,11.4,86320,85066,76555,1659,68161,1044,2816,113134,58252
6,30000,630000,Glendale city, California,1,2010,191954,40.3,78.6,13.7,93963,97991,147731,1589,29723,342,770,159506,32448
6,32548,632548,Hawthorne city, California,1,2010,84382,46.4,71.3,8.5,41338,43044,45462,23286,4362,182,495,39370,45012
6,33000,633000,Hayward city, California,1,2010,144549,44.9,74.3,9.2,71220,73329,52958,16618,31695,2019,2752,84898,59651
6,33182,633182,Hemet city, California,1,2010,79157,35.4,71,20.6,38486,40671,59681,4875,2724,794,0,48268,30889
6,33434,633434,Hesperia city, California,1,2010,90486,42,70.2,10,44418,46068,69120,6690,2876,1848,83,51745,38741
6,36000,636000,Huntington Beach city, California,1,2010,190541,39.2,80.5,15.1,92967,97574,144668,1637,21949,1494,0,156045,34496
6,36448,636448,Indio city, California,1,2010,76512,38.8,68.8,14.4,35697,40815,49162,1446,1546,403,0,23866,52646
6,36546,636546,Inglewood city, California,1,2010,109799,45.6,74.1,9.4,50085,59714,26774,43423,1045,372,957,52398,57401
6,36770,636770,Irvine city, California,1,2010,212982,52.1,79.5,8.5,105706,107276,111516,3603,82165,1161,905,192011,20971
6,39496,639496,Lake Forest city, California,1,2010,77482,39.7,71.6,10.1,38373,39109,61680,1409,8862,476,81,59631,17851
6,39892,639892,Lakewood city, California,1,2010,80154,39.2,75.4,11.9,39559,40595,38530,5776,12403,396,101,50546,29608
6,40130,640130,Lancaster city, California,1,2010,156786,42.7,69.1,8.9,77100,79686,98660,35510,7645,1218,217,101194,55592
6,41992,641992,Livermore city, California,1,2010,81178,40.1,76,9.8,40563,40615,67952,2003,6895,65,0,63926,17252
6,43000,643000,Long Beach city, California,1,2010,462793,47.8,75.8,8.8,232262,230531,262737,55094,57230,2243,4515,266596,196197
6,44000,644000,Los Angeles city, California,1,2010,3797144,47.3,76.7,10.4,1879472,1917672,1980767,362142,430314,15393,6700,1943870,1853274
6,44574,644574,Lynwood city, California,1,2010,69863,52.7,70.8,5.3,33415,36448,-998,-998,-998,-998,-998,10161,59702
6,45484,645484,Manteca city, California,1,2010,67338,39.8,69,9.1,33320,34018,48355,3899,7207,633,161,43396,23942
6,46842,646842,Menifee city, California,1,2010,78018,34.5,73.8,21.8,38486,39532,60885,5397,1768,452,44,53979,24039
6,46898,646898,Merced city, California,1,2010,79254,45.3,68,9.9,39374,39880,53841,4387,8966,1162,0,43118,36136
6,47766,647766,Milpitas city, California,1,2010,67011,47.2,78.8,8.1,34025,32986,13664,1581,40716,222,527,55549,11462
6,48256,648256,Mission Viejo city, California,1,2010,93585,34.7,78.2,15.2,44775,48810,76867,1320,8235,90,300,82447,11138
6,48354,648354,Modesto city, California,1,2010,201520,41.3,71.2,11.6,97625,103895,149850,8471,10688,2873,1007,129341,72179
6,49270,649270,Moreno Valley city, California,1,2010,194592,46.2,66.3,6.2,91437,103155,117462,34793,11337,576,92,92045,102547
6,49670,649670,Mountain View city, California,1,2010,74320,51.5,80.3,11.9,37357,36963,44726,1598,17409,0,0,57028,17292
6,50076,650076,Murrieta city, California,1,2010,104108,42.5,68.3,10,51932,52176,66455,5672,14934,416,0,74951,29157
6,50258,650258,Napa city, California,1,2010,77122,39.7,74.9,13.7,38452,38670,67477,710,2153,283,124,47058,30064
6,51182,651182,Newport Beach city, California,1,2010,85442,40.4,82.5,17.2,42800,42642,74039,338,5718,0,67,78610,6832
6,52526,652526,Norwalk city, California,1,2010,105686,44.7,72.1,10.3,53913,51773,42466,5246,15417,1132,43,36154,69532
6,53000,653000,Oakland city, California,1,2010,391672,45.7,78.3,11.8,193838,197834,154794,103160,67591,2276,2594,294157,97515
6,53322,653322,Oceanside city, California,1,2010,167680,43.3,74.8,12.2,83495,84185,115759,8158,10061,737,2406,104085,63595
6,53896,653896,Ontario city, California,1,2010,164517,48.2,70.9,7.1,85033,79484,105986,13786,5867,2218,62,53638,110879
6,53980,653980,Orange city, California,1,2010,136803,43.9,73.1,10.3,70505,66298,80713,2578,19204,515,62,85329,51474
6,54652,654652,Oxnard city, California,1,2010,198484,45.9,70.6,8.1,101336,97148,146630,6718,15123,2221,84,55913,142571
6,55156,655156,Palmdale city, California,1,2010,152944,43.8,66.1,6.2,73000,79944,59585,24944,6668,1479,593,70819,82125
6,56000,656000,Pasadena city, California,1,2010,137294,46.4,81,12.5,74071,63223,94967,14504,17551,660,88,88106,49188
6,56700,656700,Perris city, California,1,2010,68816,49.1,63.2,3.9,32597,36219,26593,5280,1817,733,0,16047,52769
6,57456,657456,Pittsburg city, California,0,2010,63510,46.7,74,8.8,28998,34512,28015,13409,9411,0,1299,36262,27248
6,57792,657792,Pleasanton city, California,1,2010,70456,38.7,71.1,10.2,33753,36703,46184,2001,17455,431,152,60611,9845
6,58072,658072,Pomona city, California,1,2010,149225,46.5,67.4,7.6,70394,78831,83119,13089,15275,1122,80,44285,104940
6,59451,659451,Rancho Cucamonga city, California,1,2010,165858,44.6,73.1,6.9,81730,84128,107575,14826,19690,1085,207,110005,55853
6,59920,659920,Redding city, California,1,2010,89901,38.1,75.8,15.3,45154,44747,77816,675,2098,2095,72,81514,8387
6,59962,659962,Redlands city, California,1,2010,68994,44.8,76.2,12.7,33513,35481,50850,2237,5704,365,0,47610,21384
6,60018,660018,Redondo Beach city, California,1,2010,66825,44.8,78.9,9.4,32750,34075,48883,2471,7016,335,60,54407,12418
6,60102,660102,Redwood City city, California,1,2010,77013,40.9,74.5,11.3,38386,38627,57330,1239,8888,1294,670,46723,30290
6,60466,660466,Rialto city, California,1,2010,99530,46.9,66.5,6.7,49278,50252,63556,14048,1310,1202,0,28484,71046
6,60620,660620,Richmond city, California,1,2010,104059,42.4,75.8,9.1,50293,53766,45887,29779,16169,185,132,63618,40441
6,62000,662000,Riverside city, California,1,2010,305707,47.4,73.3,8.7,154463,151244,212741,22318,19917,1544,1271,156286,149421
6,62938,662938,Roseville city, California,1,2010,119335,42.5,72.9,12.8,58055,61280,95040,1685,10791,780,356,102644,16691
6,64000,664000,Sacramento city, California,1,2010,467503,45.2,75.1,10.9,224397,243106,241396,63594,85081,5894,4374,343042,124461
6,64224,664224,Salinas city, California,1,2010,151031,45.9,67,6.6,76414,74617,117645,2548,9180,1003,102,37619,113412
6,65000,665000,San Bernardino city, California,1,2010,210670,43,67.6,9.1,105441,105229,96253,28085,8729,2905,1167,79053,131617
6,65042,665042,San Buenaventura (Ventura) city, California,1,2010,106730,41,77.1,13.6,53612,53118,74518,1254,2832,435,260,68901,37829
6,66000,666000,San Diego city, California,1,2010,1311886,48.5,78,10.5,667048,644838,841677,85226,209527,6235,7893,929831,382055
6,67000,667000,San Francisco city, California,1,2010,805463,49.4,86.6,13.7,408065,397398,414524,49349,269050,3985,3465,683273,122190
6,68000,668000,San Jose city, California,1,2010,949197,44,75.4,10.4,477347,471850,440493,32912,307151,6770,3305,630808,318389
6,68084,668084,San Leandro city, California,1,2010,85159,40.2,79.6,13.2,41237,43922,34717,6624,31663,417,304,64103,21056
6,68196,668196,San Marcos city, California,1,2010,84079,45.1,72.3,9.4,39850,44229,69325,1851,6806,264,384,54950,29129
6,68252,668252,San Mateo city, California,1,2010,97461,42.1,81.2,15.2,47173,50288,61282,1447,18839,1053,1742,72466,24995
6,68378,668378,San Ramon city, California,1,2010,72404,39.7,71.9,9.5,35497,36907,37268,1620,28976,194,109,65732,6672
6,69000,669000,Santa Ana city, California,1,2010,325483,49,68.8,6.2,162897,162586,121403,6773,33490,1445,0,71584,253899
6,69070,669070,Santa Barbara city, California,1,2010,88579,45.4,81,15.2,45380,43199,64286,1076,2781,443,0,52586,35993
6,69084,669084,Santa Clara city, California,1,2010,116864,50.1,75.5,8.4,58532,58332,49834,2844,44385,629,96,93754,23110
6,69088,669088,Santa Clarita city, California,1,2010,176535,41.8,73.9,9.7,90299,86236,130917,2785,17497,121,0,128050,48485
6,69196,669196,Santa Maria city, California,1,2010,99747,47.5,70.8,8.2,51031,48716,81715,2621,5319,0,101,29338,70409
6,70000,670000,Santa Monica city, California,1,2010,89861,44.1,85.3,14.9,43509,46352,67067,5722,9040,64,47,79783,10078
6,70098,670098,Santa Rosa city, California,1,2010,168244,41.6,74.9,12.4,82024,86220,137165,5319,8680,2681,1002,120173,48071
6,72016,672016,Simi Valley city, California,1,2010,124596,42.3,76.7,11.1,62389,62207,97871,1294,8957,999,624,94556,30040
6,73080,673080,South Gate city, California,1,2010,94503,47.1,70.9,7.1,46602,47901,26286,832,1744,123,0,5178,89325
6,75000,675000,Stockton city, California,1,2010,292747,43.5,71.2,10.6,143453,149294,142565,30495,61425,4912,1595,179313,113434
6,77000,677000,Sunnyvale city, California,1,2010,140549,45.3,78,10.9,70278,70271,68209,2873,57089,260,1692,117329,23220
6,78120,678120,Temecula city, California,1,2010,100751,44.8,68.1,6.7,49423,51328,69087,3754,9875,2984,0,75046,25705
6,78582,678582,Thousand Oaks city, California,1,2010,127041,37.4,76.2,13.3,62556,64485,101759,1374,13609,187,0,108992,18049
6,80000,680000,Torrance city, California,1,2010,145618,39.2,77.5,16.7,71698,73920,73992,5554,48543,355,289,123247,22371
6,80238,680238,Tracy city, California,1,2010,83223,44.2,68,7.2,41177,42046,47758,4862,13678,251,1045,51532,31691
6,80812,680812,Turlock city, California,1,2010,68663,47.4,77.9,11.4,33599,35064,52529,1949,6573,231,0,47038,21625
6,80854,680854,Tustin city, California,1,2010,75769,46.8,70.8,8.2,37656,38113,45724,1257,15397,150,411,44637,31132
6,81204,681204,Union City city, California,1,2010,69696,41.9,71.9,10.2,33981,35715,14062,5569,35618,110,789,55380,14316
6,81344,681344,Upland city, California,1,2010,73991,43.1,75.3,13.3,33982,40009,45835,4557,6274,323,0,48257,25734
6,81554,681554,Vacaville city, California,1,2010,92623,45.8,78.2,9.6,51452,41171,57777,10209,7438,627,845,69294,23329
6,81666,681666,Vallejo city, California,1,2010,116217,40.7,76.6,13.1,55026,61191,44330,28562,25770,844,1014,89390,26827
6,82590,682590,Victorville city, California,1,2010,116305,45.5,65.7,7.6,55829,60476,79217,13769,5343,252,66,57196,59109
6,82954,682954,Visalia city, California,1,2010,124866,43.6,70.8,11,61861,63005,103377,2327,5961,2590,136,64894,59972
6,82996,682996,Vista city, California,1,2010,94170,44.1,73.9,9.1,46219,47951,73937,2664,2958,514,40,47147,47023
6,84200,684200,West Covina city, California,1,2010,106221,43.1,74.3,13.1,47114,59107,37801,7508,23266,0,0,45700,60521
6,84550,684550,Westminster city, California,1,2010,89971,38,75.9,14.4,45410,44561,32704,881,44676,67,0,70812,19159
6,85292,685292,Whittier city, California,1,2010,85433,43.2,75.8,11.5,41996,43437,47573,1078,1693,502,0,28752,56681
6,86832,686832,Yorba Linda city, California,0,2010,64414,37.5,75.8,12.8,33313,31101,47771,635,13011,173,0,56188,8226
8,3455,803455,Arvada city, Colorado,1,2010,107604,39,76.6,12.3,53683,53921,98026,593,1829,270,0,92994,14610
8,4000,804000,Aurora city, Colorado,1,2010,326719,43.4,71.4,8.6,162428,164291,210602,49679,16677,5894,1042,227038,99681
8,7850,807850,Boulder city, Colorado,1,2010,97585,58.6,85.1,9.6,48995,48590,84662,1234,4676,419,45,87411,10174
8,12815,812815,Centennial city, Colorado,1,2010,100909,35.9,74.8,12.5,49673,51236,92163,814,3984,183,0,93265,7644
8,16000,816000,Colorado Springs city, Colorado,1,2010,419586,42.1,75.1,10.6,203157,216429,335089,27873,10941,3032,631,350432,69154
8,20000,820000,Denver city, Colorado,1,2010,604414,48.7,78.6,10.4,302514,301900,422070,60957,19267,7125,321,411321,193093
8,27425,827425,Fort Collins city, Colorado,1,2010,144453,53.4,79.6,8.7,72680,71773,128138,2420,4841,445,114,130788,13665
8,32155,832155,Greeley city, Colorado,1,2010,93389,46,74.7,8.8,45721,47668,82122,1659,2087,621,43,62148,31241
8,36410,836410,Highlands Ranch CDP, Colorado,0,2010,95503,40.5,68.8,5.9,48177,47326,85662,1103,4793,485,0,88314,7189
8,43000,843000,Lakewood city, Colorado,1,2010,143230,40.7,79.9,16,70848,72382,124503,4048,4535,2455,0,110392,32838
8,45970,845970,Longmont city, Colorado,1,2010,86429,41.1,74.2,9.8,42666,43763,70755,709,2150,464,0,64873,21556
8,46465,846465,Loveland city, Colorado,1,2010,67100,41.8,76.1,11.7,31679,35421,61780,65,389,255,402,57311,9789
8,62000,862000,Pueblo city, Colorado,1,2010,106865,39.1,75.7,15.6,52828,54037,77725,1277,1200,3801,308,54248,52617
8,77290,877290,Thornton city, Colorado,1,2010,119324,45.3,71.5,6.6,56958,62366,97419,3205,5510,674,223,84761,34563
8,83835,883835,Westminster city, Colorado,1,2010,106518,42.8,74.9,9.1,51952,54566,87514,1404,5351,299,0,80400,26118
9,8000,908000,Bridgeport city, Connecticut,1,2010,144521,46.1,73.7,9.9,69799,74722,69435,53211,6435,123,0,91034,53487
9,18430,918430,Danbury city, Connecticut,1,2010,81043,45.2,78.4,11.1,37917,43126,54223,5936,4735,42,0,61420,19623
9,37000,937000,Hartford city, Connecticut,1,2010,124847,47.2,73.4,10.1,58121,66726,37075,47591,3516,601,0,72265,52582
9,50370,950370,New Britain city, Connecticut,1,2010,73247,46.6,76.6,13.2,35908,37339,44464,7862,2159,49,0,48019,25228
9,52000,952000,New Haven city, Connecticut,1,2010,129849,53.4,77.3,7.9,62706,67143,60452,48133,6035,100,171,96141,33708
9,55990,955990,Norwalk city, Connecticut,1,2010,85793,38.2,82.9,15.2,41237,44556,60740,14299,5429,81,172,75867,9926
9,73000,973000,Stamford city, Connecticut,1,2010,122902,44.9,77.5,12.3,61647,61255,73527,16735,8343,256,0,88078,34824
9,80000,980000,Waterbury city, Connecticut,1,2010,110430,42.5,75.4,12.6,53086,57344,61055,21489,2018,126,0,76800,33630
10,77580,1077580,Wilmington city, Delaware,1,2010,70921,43.2,75.7,11.7,33530,37391,28136,38957,396,451,0,63894,7027
11,50000,1150000,Washington city, District of Columbia,1,2010,604453,51.5,83.2,11.5,285729,318724,242905,309221,21552,1927,233,549197,55256
12,410,1200410,Alafaya CDP, Florida,0,2010,84809,53.8,72.3,4.8,40185,44624,68848,6753,3570,0,250,53165,31644
12,7300,1207300,Boca Raton city, Florida,1,2010,84604,35.5,82.6,22.8,43320,41284,77329,3247,1051,197,0,74729,9875
12,7875,1207875,Boynton Beach city, Florida,1,2010,68380,36.3,84.3,24.8,31160,37220,-998,-998,-998,-998,-998,62124,6256
12,8150,1208150,Brandon CDP, Florida,0,2010,102939,45.2,77.7,8.4,50076,52863,76972,16183,4193,68,141,77274,25665
12,10275,1210275,Cape Coral city, Florida,1,2010,154668,35.9,76.7,17,77063,77605,140149,4151,2841,740,0,124029,30639
12,12875,1212875,Clearwater city, Florida,1,2010,107697,36,81.7,19.4,52354,55343,90612,11793,2409,0,0,95638,12059
12,14400,1214400,Coral Springs city, Florida,1,2010,121492,41.1,74.3,8,58402,63090,87194,23362,4295,1418,389,89885,31607
12,16475,1216475,Davie town, Florida,1,2010,92290,41.8,74.4,8.7,44217,48073,70951,9760,4794,213,191,65185,27105
12,16725,1216725,Deerfield Beach city, Florida,1,2010,75245,38.9,85.5,21.1,38228,37017,51143,21538,417,130,0,64516,10729
12,17200,1217200,Deltona city, Florida,1,2010,85183,39.5,75,13.1,40422,44761,60804,10493,792,99,0,61424,23759
12,24000,1224000,Fort Lauderdale city, Florida,1,2010,166039,39.8,82.3,15.8,88625,77414,105115,51859,1459,123,0,142832,23207
12,24125,1224125,Fort Myers city, Florida,0,2010,62429,40.2,74.2,15.2,29849,32580,33047,22202,1251,0,0,49049,13380
12,25175,1225175,Gainesville city, Florida,1,2010,124433,64.6,88.6,8.8,60651,63782,82202,29345,7607,408,0,111590,12843
12,30000,1230000,Hialeah city, Florida,1,2010,225461,40.8,82.4,18.7,106419,119042,212169,5332,236,173,0,7216,218245
12,32000,1232000,Hollywood city, Florida,1,2010,141202,38.4,79.5,15.2,68752,72450,101076,26642,3984,155,263,99811,41391
12,35000,1235000,Jacksonville city, Florida,1,2010,823316,43.1,76.2,10.9,399485,423831,499732,254742,33819,1859,252,759235,64081
12,36100,1236100,Kendall CDP, Florida,0,2010,82561,38.4,80.1,17.2,38981,43580,72791,2514,4276,283,0,31441,51120
12,38250,1238250,Lakeland city, Florida,1,2010,97530,38.5,77.8,20.8,47360,50170,71874,18930,2315,118,0,84014,13516
12,39425,1239425,Largo city, Florida,1,2010,77663,33.6,83.7,25.2,36621,41042,69970,2762,2571,290,201,69086,8577
12,39550,1239550,Lauderhill city, Florida,1,2010,67100,42,72.3,10.8,29849,37251,9012,52634,1761,0,266,62814,4286
12,39925,1239925,Lehigh Acres CDP, Florida,0,2010,88196,38.7,73.2,14.1,42107,46089,62539,17394,758,63,0,62198,25998
12,43975,1243975,Melbourne city, Florida,1,2010,76083,37.9,81.9,19.9,37193,38890,62953,7882,1652,0,55,70009,6074
12,45000,1245000,Miami city, Florida,1,2010,400892,43.5,81.6,15.8,199043,201849,293897,81120,2612,260,0,116799,284093
12,45025,1245025,Miami Beach city, Florida,1,2010,88110,48.2,86.3,16.1,47745,40365,67266,2396,2962,0,0,41262,46848
12,45060,1245060,Miami Gardens city, Florida,1,2010,107559,43,72.7,10.2,48347,59212,-998,-998,-998,-998,-998,84572,22987
12,45975,1245975,Miramar city, Florida,1,2010,122438,44.5,71.9,8,55713,66725,48588,50569,11319,127,0,77338,45100
12,53000,1253000,Orlando city, Florida,1,2010,239037,50.2,78.6,8.8,120731,118306,138146,72230,7870,1231,247,182976,56061
12,54000,1254000,Palm Bay city, Florida,1,2010,103225,38.9,75.5,13.8,48776,54449,76654,16623,1723,672,0,85688,17537
12,54200,1254200,Palm Coast city, Florida,1,2010,77473,32.2,78.7,23.6,35995,41478,60122,9242,2300,283,396,69285,8188
12,55775,1255775,Pembroke Pines city, Florida,1,2010,155252,39.2,76.6,14.2,71253,83999,102819,30887,8721,1689,0,90140,65112
12,57425,1257425,Plantation city, Florida,1,2010,85217,39,80.1,16.1,39133,46084,56526,21147,3387,82,0,69301,15916
12,58050,1258050,Pompano Beach city, Florida,1,2010,100154,37.7,79.8,19,51176,48978,69027,28474,1452,48,0,84537,15617
12,58715,1258715,Port St. Lucie city, Florida,1,2010,165153,38,75.7,15.5,81906,83247,118535,26841,3720,2201,0,137113,28040
12,60950,1260950,Riverview CDP, Florida,0,2010,66415,41,72.4,9.1,32177,34238,48648,10140,2188,402,95,53393,13022
12,63000,1263000,St. Petersburg city, Florida,1,2010,244818,37.9,81,16.5,116565,128253,169184,59098,9485,491,84,226843,17975
12,68350,1268350,Spring Hill CDP, Florida,0,2010,97103,32.9,79.6,24.1,46481,50622,84697,4799,976,210,314,82773,14330
12,69700,1269700,Sunrise city, Florida,1,2010,84717,40.1,78.7,14.8,39353,45364,51295,25337,2575,566,0,63378,21339
12,70600,1270600,Tallahassee city, Florida,1,2010,181734,59.1,82.5,7.3,86503,95231,105356,63000,6512,803,0,171179,10555
