Fips_State,Fips_Place,Fips_State_Place,City_Name,St_Name,NYU_500_Largest,Year,Pop_Total,Per_15to44_years(%),Per_18_years_and_over(%),Per_65_years_and_over(%),Pop_Male,Pop_Female,Pop_White,Pop_Black,Pop_Asian,Pop_AIAN,Pop_NHOPI,Pop_Nonhispanic,Pop_Hispanic
6,65000,665000,San Bernardino city, California,1,2011,213008,45.3,68.3,7.5,105824,107184,110446,32316,9074,2540,115,88866,124142
6,65042,665042,San Buenaventura (Ventura) city, California,1,2011,107507,41.3,79,13.4,55405,52102,87461,2745,4427,704,195,71218,36289
6,66000,666000,San Diego city, California,1,2011,1326183,47.7,78.2,10.5,669251,656932,849647,94862,210468,5998,3934,923305,402878
6,67000,667000,San Francisco city, California,1,2011,812826,48.8,86.6,13.8,412823,400003,408583,48564,272088,2791,3703,687577,125249
6,68000,668000,San Jose city, California,1,2011,967478,44.1,75.9,10.4,486623,480855,457275,29661,320225,6935,4381,645984,321494
6,68084,668084,San Leandro city, California,1,2011,86067,41.5,76.6,12.2,41248,44819,41995,12183,22676,364,780,58858,27209
6,68196,668196,San Marcos city, California,1,2011,85009,47.1,71.9,11,40349,44660,63727,3525,9181,258,0,54005,31004
6,68252,668252,San Mateo city, California,1,2011,98403,42.5,81.4,14,49666,48737,65723,2045,19017,184,3353,73100,25303
6,68378,668378,San Ramon city, California,1,2011,73338,41.8,69.1,6.5,35285,38053,37305,2127,27407,657,375,63206,10132
6,69000,669000,Santa Ana city, California,1,2011,329405,49.4,70.3,7.5,165622,163783,172283,4653,31739,1762,499,67640,261765
6,69070,669070,Santa Barbara city, California,1,2011,89058,47.6,81,13.1,43436,45622,67392,1200,2560,245,117,50328,38730
6,69084,669084,Santa Clara city, California,1,2011,118247,48.2,76.2,9.9,57833,60414,61387,3892,41837,617,414,90321,27926
6,69088,669088,Santa Clarita city, California,1,2011,177589,42.4,72.4,9.4,89926,87663,127873,4681,17860,780,427,117363,60226
6,69196,669196,Santa Maria city, California,1,2011,100272,44.4,68.4,9.2,50280,49992,79885,761,6905,1050,140,31832,68440
6,70000,670000,Santa Monica city, California,1,2011,90373,50.7,86.9,14.5,42407,47966,73379,3489,8577,118,0,76888,13485
6,70098,670098,Santa Rosa city, California,1,2011,169302,39.6,76,13.2,87823,81479,131948,4460,10038,1693,1107,122025,47277
6,72016,672016,Simi Valley city, California,1,2011,125546,41.6,75,9.7,61975,63571,94485,1265,11991,1445,356,93546,32000
6,73080,673080,South Gate city, California,1,2011,95088,45.2,70.4,8.4,46594,48494,42190,499,692,0,126,3494,91594
6,75000,675000,Stockton city, California,1,2011,296367,44,69.4,9.1,144348,152019,139399,35629,62491,3044,1540,168301,128066
6,77000,677000,Sunnyvale city, California,1,2011,142299,45.5,77.6,10.7,71005,71294,67323,1883,59279,116,0,113235,29064
6,78120,678120,Temecula city, California,1,2011,102471,37.1,67.1,8.9,50201,52270,75786,2392,7010,3209,1329,73565,28906
6,78582,678582,Thousand Oaks city, California,1,2011,127994,33.5,77.4,16.7,59103,68891,98234,2083,15204,114,104,105744,22250
6,80000,680000,Torrance city, California,1,2011,146467,38.3,78.1,15.8,68454,78013,75635,4334,49891,266,360,120808,25659
6,80238,680238,Tracy city, California,1,2011,84252,41,69.7,8,43949,40303,47942,8031,11403,438,907,53669,30583
6,80812,680812,Turlock city, California,1,2011,69095,46.9,72,9.9,36047,33048,55487,1816,3918,739,627,42501,26594
6,80854,680854,Tustin city, California,1,2011,76699,49.2,74.7,7.4,37907,38792,52215,857,16551,87,1221,50239,26460
6,81204,681204,Union City city, California,1,2011,70441,43.4,76.5,11.9,34595,35846,14246,3670,38537,220,962,56178,14263
6,81344,681344,Upland city, California,1,2011,74854,40.9,76.8,11.3,33220,41634,45085,2713,5336,951,261,46187,28667
6,81554,681554,Vacaville city, California,1,2011,93076,43.9,77.7,10.4,49757,43319,60836,7766,4997,389,437,68162,24914
6,81666,681666,Vallejo city, California,1,2011,116829,37.3,77.7,12.8,56206,60623,48005,24302,28845,1340,1408,87644,29185
6,82590,682590,Victorville city, California,1,2011,117596,44.1,66.4,8.4,58956,58640,64235,11811,10343,865,67,57177,60419
6,82954,682954,Visalia city, California,1,2011,126421,41.6,71,10.8,63478,62943,104880,3651,6792,1657,78,69797,56624
6,82996,682996,Vista city, California,1,2011,95211,48.1,73.9,10.4,46730,48481,79926,3079,4264,419,273,49827,45384
6,83346,683346,Walnut Creek city, California,0,2011,65232,31.6,83.2,27.1,30211,35021,48756,3731,9397,92,0,57843,7389
6,84200,684200,West Covina city, California,1,2011,106864,40.8,75.4,12.6,50343,56521,43599,6575,26579,229,246,50697,56167
6,84550,684550,Westminster city, California,1,2011,91078,38.3,78.2,15.4,44627,46451,30489,1259,40197,75,1687,68458,22620
6,85292,685292,Whittier city, California,1,2011,85933,44.4,74.5,11.3,43071,42862,46505,1518,3366,1340,111,33629,52304
6,86832,686832,Yorba Linda city, California,0,2011,65220,36.7,74.9,11.8,31615,33605,52246,656,9605,348,0,52417,12803
6,86972,686972,Yuba City city, California,0,2011,65041,41.9,73.9,13.2,32542,32499,40708,2131,12136,732,236,47214,17827
8,3455,803455,Arvada city, Colorado,1,2011,107326,36,77.5,14.5,51822,55504,99026,963,2880,987,0,92683,14643
8,4000,804000,Aurora city, Colorado,1,2011,332551,45.2,72.7,8.7,165152,167399,221596,50335,17751,2965,1258,233907,98644
8,7850,807850,Boulder city, Colorado,1,2011,98903,59.1,86.7,8.4,48972,49931,89591,668,3946,140,0,92099,6804
8,12815,812815,Centennial city, Colorado,1,2011,102621,36.2,76.3,13.1,49518,53103,89523,3797,5027,442,58,94422,8199
8,16000,816000,Colorado Springs city, Colorado,1,2011,426406,42.3,75,11,211851,214555,346531,26402,10596,2334,1738,355009,71397
8,20000,820000,Denver city, Colorado,1,2011,619968,48.6,78.3,10.4,310377,309591,445187,59801,23046,8364,765,422850,197118
8,27425,827425,Fort Collins city, Colorado,1,2011,146777,55.1,80.5,7.8,73104,73673,134175,1655,3083,614,114,130821,15956
8,32155,832155,Greeley city, Colorado,1,2011,94966,48.3,76.6,11.6,46666,48300,86130,607,996,560,50,59484,35482
8,36410,836410,Highlands Ranch CDP, Colorado,0,2011,109365,41.8,65.9,7.8,53359,56006,98613,1513,5026,390,0,102400,6965
8,43000,843000,Lakewood city, Colorado,1,2011,144414,39.5,80.5,15.6,72753,71661,130601,2293,3664,725,35,114785,29629
8,45970,845970,Longmont city, Colorado,1,2011,87695,40.5,75.6,11.8,43423,44272,75584,809,3962,776,0,64136,23559
8,46465,846465,Loveland city, Colorado,1,2011,68203,37.8,75.9,14.3,33511,34692,58983,416,3479,1070,0,61700,6503
8,62000,862000,Pueblo city, Colorado,1,2011,107584,39,76.8,15.3,52698,54886,85603,2278,951,3885,82,55041,52543
8,77290,877290,Thornton city, Colorado,1,2011,121449,45,68.8,6.6,61359,60090,104743,1753,4217,852,0,86372,35077
8,83835,883835,Westminster city, Colorado,1,2011,107950,44.4,78.3,9.5,54143,53807,90127,2332,6627,343,0,83483,24467
9,8000,908000,Bridgeport city, Connecticut,1,2011,145634,46.1,74.5,9.5,68581,77053,65788,50531,5866,365,44,84314,61320
9,18430,918430,Danbury city, Connecticut,1,2011,81684,46.5,79.4,10.7,41965,39719,53806,5626,3070,226,80,59416,22268
9,37000,937000,Hartford city, Connecticut,1,2011,124863,50.7,75,9.2,61240,63623,47298,46238,2334,228,267,67295,57568
9,50370,950370,New Britain city, Connecticut,1,2011,73279,41.9,76.7,12.2,32661,40618,42867,9395,2065,324,0,46748,26531
9,52000,952000,New Haven city, Connecticut,1,2011,129591,51.4,77.2,11,62779,66812,58592,39435,6504,417,328,89117,40474
9,55990,955990,Norwalk city, Connecticut,1,2011,86467,40.9,84.2,13.7,43624,42843,67613,11338,2079,319,0,69244,17223
9,73000,973000,Stamford city, Connecticut,1,2011,123871,44.4,77.3,12.9,62634,61237,67976,20073,11147,324,0,92398,31473
9,80000,980000,Waterbury city, Connecticut,1,2011,110196,41.6,76.3,10.9,51524,58672,62070,20451,1701,145,29,75816,34380
10,77580,1077580,Wilmington city, Delaware,1,2011,71317,43.2,75.9,11.7,33990,37327,24329,39400,662,0,0,61256,10061
11,50000,1150000,Washington city, District of Columbia,1,2011,617996,51.3,82.9,11.3,292283,325713,246505,309845,22510,1956,0,559252,58744
12,410,1200410,Alafaya CDP, Florida,0,2011,67743,48.7,73.4,5.2,32867,34876,-998,-998,-998,-998,-998,42478,25265
12,7300,1207300,Boca Raton city, Florida,1,2011,85334,34.7,82.9,21.6,42392,42942,74416,6372,2141,140,0,74367,10967
12,7875,1207875,Boynton Beach city, Florida,1,2011,68997,36.9,81.8,20.8,32866,36131,45461,19599,1356,122,0,62228,6769
12,8150,1208150,Brandon CDP, Florida,0,2011,106312,47.7,79.2,10,51551,54761,83982,14327,2399,97,205,81328,24984
12,10275,1210275,Cape Coral city, Florida,1,2011,157476,32.7,76.4,18.7,79415,78061,143907,5576,2999,312,0,133279,24197
12,12875,1212875,Clearwater city, Florida,1,2011,107774,32.8,81,22.3,50740,57034,93953,9036,1908,96,0,95990,11784
12,14400,1214400,Coral Springs city, Florida,1,2011,123336,42.1,71.9,9.7,61431,61905,84568,25606,6072,758,0,97377,25959
12,16475,1216475,Davie town, Florida,1,2011,93686,43.1,76.2,9.4,43852,49834,74411,5426,5444,230,0,65527,28159
12,16725,1216725,Deerfield Beach city, Florida,1,2011,76392,38.1,81.6,20.6,35863,40529,-998,-998,-998,-998,-998,63596,12796
12,17200,1217200,Deltona city, Florida,1,2011,85212,35.4,78.2,16.7,43806,41406,56175,11540,719,1466,0,59418,25794
12,24000,1224000,Fort Lauderdale city, Florida,1,2011,168527,39.4,84.3,15.8,89956,78571,106543,51369,1699,916,75,140929,27598
12,24125,1224125,Fort Myers city, Florida,0,2011,63528,41.4,77.8,17.5,30874,32654,-998,-998,-998,-998,-998,48626,14902
12,25175,1225175,Gainesville city, Florida,1,2011,125325,65.9,87.9,7.9,59799,65526,81309,29940,9694,211,132,112368,12957
12,30000,1230000,Hialeah city, Florida,1,2011,229967,40.2,80.7,19.1,109303,120664,218181,3626,1102,401,0,15753,214214
12,32000,1232000,Hollywood city, Florida,1,2011,143351,38.8,77.5,15.6,69198,74153,102108,25369,3362,236,0,95614,47737
12,35000,1235000,Jacksonville city, Florida,1,2011,827909,42.9,76.4,11.3,401910,425999,502661,251281,34542,2880,464,760275,67634
12,36100,1236100,Kendall CDP, Florida,0,2011,75893,39.8,83.1,19.1,37609,38284,-998,-998,-998,-998,-998,22818,53075
12,38250,1238250,Lakeland city, Florida,1,2011,98608,38.4,81.3,20.9,46417,52191,71992,19521,1705,436,0,84108,14500
12,39425,1239425,Largo city, Florida,1,2011,77720,35,86,24.8,38079,39641,63041,8586,3186,40,0,69605,8115
12,39550,1239550,Lauderhill city, Florida,1,2011,68115,41.4,76.7,11.5,30798,37317,-998,-998,-998,-998,-998,62456,5659
12,39925,1239925,Lehigh Acres CDP, Florida,0,2011,98100,38.6,71.1,11.9,49067,49033,61611,20105,2103,782,0,66487,31613
12,43975,1243975,Melbourne city, Florida,1,2011,76089,35.4,82.1,20.9,36119,39970,65128,6965,1323,25,0,71212,4877
12,45000,1245000,Miami city, Florida,1,2011,408760,41.9,81.1,16,197819,210941,302767,80310,4557,837,153,121030,287730
12,45025,1245025,Miami Beach city, Florida,1,2011,89845,46.2,82.9,15.1,47323,42522,62419,7293,993,1301,0,41484,48361
12,45060,1245060,Miami Gardens city, Florida,1,2011,109672,44.4,76.3,11.5,50169,59503,-998,-998,-998,-998,-998,87948,21724
12,45975,1245975,Miramar city, Florida,1,2011,124285,44.3,73.7,7.6,61755,62530,53983,56120,6465,0,0,78544,45741
12,53000,1253000,Orlando city, Florida,1,2011,243209,47.3,78.2,10.6,117664,125545,139908,68298,11372,453,0,173948,69261
12,54000,1254000,Palm Bay city, Florida,1,2011,103234,35.7,74.9,14.9,47977,55257,77333,15546,1308,1095,0,90168,13066
12,54200,1254200,Palm Coast city, Florida,1,2011,79538,32.8,80,23.8,37809,41729,61490,10725,843,0,0,71258,8280
12,55775,1255775,Pembroke Pines city, Florida,1,2011,157612,39.3,77.8,14.3,75912,81700,109657,28427,9320,974,0,85410,72202
12,57425,1257425,Plantation city, Florida,1,2011,86516,39,77.2,11.9,40434,46082,59208,17723,4036,0,0,70111,16405
12,58050,1258050,Pompano Beach city, Florida,1,2011,101632,37.8,81.1,18.6,49159,52473,66970,31455,714,108,0,84684,16948
12,58715,1258715,Port St. Lucie city, Florida,1,2011,166162,36.8,75.3,15.5,85155,81007,122251,23331,2623,553,0,130925,35237
12,60950,1260950,Riverview CDP, Florida,0,2011,62319,48,74.4,9.1,30604,31715,43964,8030,2559,102,0,49288,13031
12,63000,1263000,St. Petersburg city, Florida,1,2011,244995,38.3,80.1,14.7,117319,127676,167288,62567,4944,575,508,232070,12925
12,68350,1268350,Spring Hill CDP, Florida,0,2011,106718,30.5,77.2,22.9,53022,53696,96282,5704,1217,265,0,93113,13605
12,69700,1269700,Sunrise city, Florida,1,2011,85990,40.9,77.9,13.9,39995,45995,49111,27967,3926,193,0,57221,28769
12,70600,1270600,Tallahassee city, Florida,1,2011,182955,59.6,84,7.7,88787,94168,103048,65423,7108,686,0,170460,12495
12,71000,1271000,Tampa city, Florida,1,2011,346064,46.4,78.2,10.9,171733,174331,218418,97089,10539,1950,414,273101,72963
12,72145,1272145,Town 'n' Country CDP, Florida,0,2011,78227,43.5,81.2,12.2,38783,39444,62567,5551,3986,717,0,43794,34433
12,76582,1276582,Weston city, Florida,0,2011,66545,36.4,68.8,8.5,33046,33499,59941,1928,1584,0,0,38603,27942
12,76600,1276600,West Palm Beach city, Florida,1,2011,101065,44.6,82.8,17.2,50930,50135,62186,31646,2325,605,91,75958,25107
13,1052,1301052,Albany city, Georgia,1,2011,78701,45,74,11.3,35386,43315,-998,-998,-998,-998,-998,76357,2344
13,3440,1303440,Athens-Clarke County unified government (balance), Georgia,1,2011,115939,61.2,83.3,8.4,55150,60789,77354,29326,4790,171,16,103736,12203
13,4000,1304000,Atlanta city, Georgia,1,2011,432425,52.6,81.4,9.3,214220,218205,172034,233506,14796,1065,231,404430,27995
13,4204,1304204,Augusta-Richmond County consolidated government (balance), Georgia,1,2011,194928,43.2,75.5,11.7,94628,100300,78331,104951,3755,330,319,186374,8554
13,19000,1319000,Columbus city, Georgia,1,2011,194107,43.2,74.8,11.3,93780,100327,89062,86643,4538,502,267,181171,12936
13,42425,1342425,Johns Creek city, Georgia,1,2011,79183,40,72.2,9.5,39888,39295,-998,-998,-998,-998,-998,76616,2567
13,49000,1349000,Macon city, Georgia,1,2011,92138,43.2,71.7,10.9,41234,50904,-998,-998,-998,-998,-998,90037,2101
13,67284,1367284,Roswell city, Georgia,1,2011,91165,42.7,75,10.8,46933,44232,70598,13554,4108,0,0,77779,13386
13,68516,1368516,Sandy Springs city, Georgia,1,2011,96859,42.1,76.5,10.4,46707,50152,67197,20875,5019,109,637,81373,15486
13,69000,1369000,Savannah city, Georgia,1,2011,139499,46.7,76.2,11.6,65688,73811,58518,74067,3150,73,248,133359,6140
13,80508,1380508,Warner Robins city, Georgia,1,2011,68315,46.2,74.2,10.3,32698,35617,38148,22961,2639,62,0,64179,4136
15,71550,1571550,Urban Honolulu CDP, Hawaii,0,2011,340931,40.2,81.5,18.2,166748,174183,60964,7943,181604,504,28755,324522,16409
16,8830,1608830,Boise City city, Idaho,1,2011,210151,45.4,78.2,10.9,105331,104820,188235,2504,7347,539,0,192248,17903
16,52120,1652120,Meridian city, Idaho,1,2011,76742,35.7,68.5,11.6,37434,39308,-998,-998,-998,-998,-998,73579,3163
16,56260,1656260,Nampa city, Idaho,1,2011,82759,40.7,68.5,11.8,40475,42284,75902,324,1127,917,336,62596,20163
17,2154,1702154,Arlington Heights village, Illinois,1,2011,76755,36,81.7,17.7,37556,39199,65096,1130,7066,0,0,71762,4993
17,3012,1703012,Aurora city, Illinois,1,2011,193398,48,69.7,6.8,95621,97777,108846,15595,11997,421,109,115765,77633
17,6613,1706613,Bloomington city, Illinois,1,2011,77078,45.6,75.4,9,38156,38922,59864,9124,5525,432,0,72025,5053
17,7133,1707133,Bolingbrook village, Illinois,1,2011,72719,46.2,72.2,6.8,35112,37607,46889,14318,6779,45,0,53407,19312
17,12385,1712385,Champaign city, Illinois,1,2011,81296,61.3,83.9,8.9,40180,41116,56487,12606,10554,95,0,77194,4102
17,14000,1714000,Chicago city, Illinois,1,2011,2707123,48.2,77.2,10.2,1317085,1390038,1296264,873749,143049,6340,320,1917658,789465
17,14351,1714351,Cicero town, Illinois,1,2011,84263,50.8,67.2,6,41212,43051,-998,-998,-998,-998,-998,10187,74076
17,18823,1718823,Decatur city, Illinois,1,2011,74617,36.7,77.8,17.1,35546,39071,53152,18286,1307,0,100,73199,1418
17,23074,1723074,Elgin city, Illinois,1,2011,116108,43.5,72.4,8.5,55929,60179,77736,4914,8066,611,0,62929,53179
17,24582,1724582,Evanston city, Illinois,1,2011,74791,45.5,82.1,12.6,37222,37569,52437,13529,5158,46,0,66972,7819
17,38570,1738570,Joliet city, Illinois,1,2011,152902,44.4,69.9,8.7,74804,78098,101864,24673,2938,560,0,106598,46304
17,51622,1751622,Naperville city, Illinois,1,2011,143289,39.1,72.7,11,69689,73600,106112,5762,27036,43,37,132777,10512
17,57225,1757225,Palatine village, Illinois,1,2011,68815,39.2,71.5,12.3,33354,35461,51170,2537,10389,0,0,56877,11938
17,59000,1759000,Peoria city, Illinois,1,2011,113715,42.2,74.7,14.5,52652,61063,71363,32738,6169,587,0,108072,5643
17,65000,1765000,Rockford city, Illinois,1,2011,152485,38.4,72.6,14.5,74330,78155,106019,32745,4331,348,145,125632,26853
17,68003,1768003,Schaumburg village, Illinois,1,2011,74198,44.6,80.2,9.9,37038,37160,53919,3651,13907,29,0,69507,4691
17,70122,1770122,Skokie village, Illinois,0,2011,65070,33.6,81.6,21.1,30026,35044,42212,5796,15593,12,0,59025,6045
17,72000,1772000,Springfield city, Illinois,1,2011,117178,38.6,79.1,14.3,56687,60491,88730,22168,2674,553,0,114633,2545
17,79293,1779293,Waukegan city, Illinois,1,2011,92734,45.5,69.8,7.3,46058,46676,54824,15262,3873,297,0,40869,51865
18,5860,1805860,Bloomington city, Indiana,1,2011,81033,69.4,88.2,8.4,40923,40110,66469,2647,7385,171,0,77637,3396
18,10342,1810342,Carmel city, Indiana,1,2011,81534,36.1,69.3,12,38560,42974,67720,2409,8078,104,0,78073,3461
18,22000,1822000,Evansville city, Indiana,1,2011,118117,39.6,78.8,15.2,55901,62216,99657,13569,239,55,0,114693,3424
18,23278,1823278,Fishers town, Indiana,1,2011,78756,44.2,66.9,4.7,39396,39360,69078,2836,3335,206,0,75493,3263
18,25000,1825000,Fort Wayne city, Indiana,1,2011,258803,40.8,73.1,11.7,123762,135041,196074,41079,7302,1256,69,239042,19761
18,27000,1827000,Gary city, Indiana,1,2011,80125,37.8,73.2,13.9,36194,43931,9419,67145,1014,57,112,76263,3862
18,31000,1831000,Hammond city, Indiana,1,2011,80758,41,71.5,9.5,40204,40554,41782,15990,508,472,0,49524,31234
18,36003,1836003,Indianapolis city (balance), Indiana,1,2011,824232,43.7,74.9,10.4,394578,429654,513900,228829,16032,1121,126,746446,77786
18,40788,1840788,Lafayette city, Indiana,1,2011,66105,47.3,76.3,10.5,32528,33577,58373,4652,868,205,0,57240,8865
18,51876,1851876,Muncie city, Indiana,1,2011,69131,52.3,83.7,13.2,32440,36691,57047,5907,1356,0,0,67102,2029
18,71000,1871000,South Bend city, Indiana,1,2011,101103,40.4,74,13.5,49578,51525,63312,28306,1156,247,0,88146,12957
19,12000,1912000,Cedar Rapids city, Iowa,1,2011,127902,42.8,77.6,13.4,63442,64460,112749,7031,2190,388,0,123952,3950
19,19000,1919000,Davenport city, Iowa,1,2011,100805,42.4,75.3,11.9,47305,53500,82546,11499,2543,420,0,92672,8133
19,21000,1921000,Des Moines city, Iowa,1,2011,206577,44.6,74.5,11,99748,106829,160999,22215,10057,528,121,182020,24557
19,38595,1938595,Iowa City city, Iowa,1,2011,68940,60.7,84.8,9.2,34190,34750,57744,3562,4303,205,0,66762,2178
19,73335,1973335,Sioux City city, Iowa,1,2011,81453,41.2,73.8,13.4,39426,42027,63590,2318,1919,1700,0,67547,13906
19,82425,1982425,Waterloo city, Iowa,1,2011,68646,43.2,76.2,14.1,33542,35104,52727,11040,1459,148,0,63951,4695
20,36000,2036000,Kansas City city, Kansas,1,2011,146198,41.7,71.5,10.7,73008,73190,83829,38344,4414,1236,32,104956,41242
20,38900,2038900,Lawrence city, Kansas,1,2011,89851,61.7,83.1,7.7,45566,44285,74349,4718,4239,1950,0,83791,6060
20,52575,2052575,Olathe city, Kansas,1,2011,127902,43.2,71.2,8.4,64635,63267,107410,7226,6664,489,0,115915,11987
20,53775,2053775,Overland Park city, Kansas,1,2011,176182,39.5,73.4,11.7,82790,93392,147180,9696,10336,1030,0,163072,13110
20,71000,2071000,Topeka city, Kansas,1,2011,128194,39.1,76,14.2,61416,66778,98968,15720,1646,1529,0,110858,17336
20,79000,2079000,Wichita city, Kansas,1,2011,384439,40.8,73.7,11.9,189484,194955,285434,39827,17492,3648,237,324514,59925
21,46027,2146027,Lexington-Fayette urban county, Kentucky,1,2011,301569,47,79,10.6,148736,152833,229703,44513,10662,620,44,280528,21041
21,48006,2148006,Louisville/Jefferson County metro government (balance), Kentucky,1,2011,602037,40.2,76.5,13,289734,312303,426236,134666,14558,1092,84,573811,28226
22,5000,2205000,Baton Rouge city, Louisiana,1,2011,230148,47.2,78.5,12,109831,120317,91470,125206,8529,177,0,219874,10274
22,39475,2239475,Kenner city, Louisiana,1,2011,66725,37.7,76.3,13.5,31350,35375,44031,18132,1985,0,0,55388,11337
22,40735,2240735,Lafayette city, Louisiana,1,2011,122128,45.2,78.6,13.3,59817,62311,75764,41797,2093,289,0,116208,5920
22,41155,2241155,Lake Charles city, Louisiana,1,2011,72475,38.8,77,15.1,34515,37960,-998,-998,-998,-998,-998,70227,2248
22,50115,2250115,Metairie CDP, Louisiana,0,2011,137775,39.8,80.2,16.8,69751,68024,110501,14478,5184,401,0,117009,20766
22,55000,2255000,New Orleans city, Louisiana,1,2011,360740,44.7,78.6,11.2,173821,186919,123436,216539,10649,761,147,341813,18927
22,70000,2270000,Shreveport city, Louisiana,1,2011,201871,41.6,75,12.8,94728,107143,79752,113167,1295,941,0,196573,5298
23,60545,2360545,Portland city, Maine,1,2011,66368,46.9,83.6,11.7,32259,34109,-998,-998,-998,-998,-998,64863,1505
24,4000,2404000,Baltimore city, Maryland,1,2011,619493,44.7,78.4,11.7,291984,327509,186050,390096,14561,1760,733,592655,26838
24,19125,2419125,Columbia CDP, Maryland,0,2011,104643,43.3,74.9,9.7,49998,54645,55960,24869,13943,239,137,96097,8546
24,26000,2426000,Ellicott City CDP, Maryland,0,2011,68010,35.6,73.3,13.8,33751,34259,-998,-998,-998,-998,-998,65056,2954
24,30325,2430325,Frederick city, Maryland,0,2011,66165,42,75.9,10.7,33122,33043,43364,13457,3354,566,0,54423,11742
24,32025,2432025,Germantown CDP, Maryland,0,2011,84447,46.2,74,5.1,39011,45436,36310,21195,18860,264,0,69109,15338
24,32650,2432650,Glen Burnie CDP, Maryland,0,2011,69026,44.1,80.3,9.5,32277,36749,44674,17795,2664,262,0,62077,6949
24,72450,2472450,Silver Spring CDP, Maryland,0,2011,78430,48.2,75.4,8.4,39113,39317,34053,23355,4770,173,0,59046,19384
24,81175,2481175,Waldorf CDP, Maryland,0,2011,71674,45.7,70.9,6.5,33074,38600,21966,39419,4595,0,90,67779,3895
25,7000,2507000,Boston city, Massachusetts,1,2011,624969,55.3,83.2,10.3,296744,328225,333558,161596,56844,1594,60,510228,114741
25,9000,2509000,Brockton city, Massachusetts,1,2011,94312,41,74.3,12.6,45336,48976,42120,34485,2437,206,45,82874,11438
25,11000,2511000,Cambridge city, Massachusetts,1,2011,106039,61,87.7,9.7,50282,55757,69524,11798,17604,238,44,99403,6636
25,23000,2523000,Fall River city, Massachusetts,1,2011,88964,42.5,77.8,14.9,41123,47841,78293,2678,2618,0,0,82825,6139
25,24960,2524960,Framingham CDP, Massachusetts,0,2011,68986,42.1,76.3,12.3,32142,36844,52201,6297,5073,120,0,59128,9858
25,34550,2534550,Lawrence city, Massachusetts,1,2011,76971,45.8,73.2,8.1,36832,40139,27332,4427,2308,0,0,21478,55493
25,37000,2537000,Lowell city, Massachusetts,1,2011,107582,46.7,78.3,11.7,51315,56267,66194,7178,19096,439,88,92074,15508
25,37490,2537490,Lynn city, Massachusetts,1,2011,91035,44.9,75.4,12.5,42983,48052,48153,10224,6606,413,28,60268,30767
25,45000,2545000,New Bedford city, Massachusetts,1,2011,95180,41.6,78.2,14.5,45782,49398,70801,9967,1019,326,0,79990,15190
25,45560,2545560,Newton city, Massachusetts,1,2011,85946,38.8,80.3,17.2,39895,46051,70538,3123,10422,68,0,81935,4011
25,55745,2555745,Quincy city, Massachusetts,1,2011,92914,43.8,83.1,13.4,45913,47001,64364,4979,19882,233,0,89217,3697
25,62535,2562535,Somerville city, Massachusetts,1,2011,76529,63,86.4,7.9,38249,38280,55947,6915,8433,19,0,66598,9931
25,67000,2567000,Springfield city, Massachusetts,1,2011,153157,42.8,72.8,11.2,74274,78883,84313,32118,2911,1010,9,90685,62472
25,82000,2582000,Worcester city, Massachusetts,1,2011,181641,45.2,77.8,12.1,84173,97468,131184,21096,13985,856,106,145714,35927
26,3000,2603000,Ann Arbor city, Michigan,1,2011,114932,60.8,88.6,10.6,58181,56751,85867,6937,17287,267,0,108869,6063
26,21000,2621000,Dearborn city, Michigan,1,2011,97131,42.7,71.6,10.8,48829,48302,88285,2454,1758,232,0,94540,2591
26,22000,2622000,Detroit city, Michigan,1,2011,706640,41,73.9,11.9,336931,369709,86625,578298,7914,1790,76,655138,51502
26,27440,2627440,Farmington Hills city, Michigan,1,2011,80255,38.2,79.1,16,37887,42368,54245,13413,9319,135,0,78442,1813
26,29000,2629000,Flint city, Michigan,1,2011,101568,42.2,73.7,11.7,48738,52830,40445,56018,683,1071,28,96737,4831
26,34000,2634000,Grand Rapids city, Michigan,1,2011,189813,47.4,76,11.6,93297,96516,130404,41971,2974,640,0,162377,27436
26,42160,2642160,Kalamazoo city, Michigan,1,2011,74743,55.7,80.2,9.2,38713,36030,50409,17424,2042,142,114,69987,4756
26,46000,2646000,Lansing city, Michigan,1,2011,114738,47,78.6,9.9,55212,59526,70396,24246,6954,593,0,99464,15274
26,49000,2649000,Livonia city, Michigan,1,2011,95947,34.1,80.5,19.3,47117,48830,87381,3633,2840,362,65,93390,2557
26,69035,2669035,Rochester Hills city, Michigan,1,2011,71457,36.8,76.4,13.8,35323,36134,57461,3745,7467,326,0,67497,3960
26,74900,2674900,Southfield city, Michigan,1,2011,72201,35.2,79,17.3,30308,41893,16038,50837,1059,171,0,71101,1100
26,76460,2676460,Sterling Heights city, Michigan,1,2011,129884,37.5,78.9,17.6,64214,65670,108542,8280,9736,231,0,128536,1348
26,80700,2680700,Troy city, Michigan,1,2011,81507,36,75.7,13.2,39115,42392,58361,3919,16160,25,0,78778,2729
26,84000,2684000,Warren city, Michigan,1,2011,134250,37.7,80.5,16.4,65669,68581,108845,13888,7175,1184,57,133379,871
26,86000,2686000,Westland city, Michigan,1,2011,83235,40.3,77.1,14.1,37577,45658,57350,19011,3751,439,0,80660,2575
26,88940,2688940,Wyoming city, Michigan,1,2011,72839,46.7,73.4,6.4,36265,36574,61726,3518,1279,132,0,57579,15260
27,6616,2706616,Bloomington city, Minnesota,1,2011,84060,38,82.5,19.1,41246,42814,67757,6465,4761,883,0,79111,4949
