FIPS_STATE,FIPS_PLACE,FIPS_STATE_PLACE,CITY_NAME,ST_NAME,NYU_500_LARGEST,YEAR,POP_TOTAL,PER_AGE_15TO44,PER_AGE_18PLUS,PER_AGE_65PLUS,POP_MALE,POP_FEMALE,POP_WHITE,POP_BLACK,POP_ASIAN,POP_AIAN,POP_NHOPI,POP_NONHISPANIC,POP_HISPANIC
34,10000,3410000,Camden city, New Jersey,1,2005,73305,45.50,64.31,8.49,31654,41651,8663,36359,1170,191,0,40923,32382
34,13690,3413690,Clifton city, New Jersey,1,2005,72667,39.99,81.45,18.70,35481,37186,53072,2951,5121,0,0,55184,17483
34,20260,3420260,Edison CDP, New Jersey,0,2005,99612,42.06,76.79,11.47,48094,51518,50324,7376,35838,74,0,90301,9311
34,21000,3421000,Elizabeth city, New Jersey,1,2005,121137,43.25,71.29,9.07,56119,65018,58593,26462,3204,2037,0,56472,64665
34,34440,3434440,Irvington CDP, New Jersey,0,2005,65908,44.83,69.89,7.90,32364,33544,4603,56229,44,0,0,59597,6311
34,36000,3436000,Jersey City city, New Jersey,1,2005,246335,46.71,73.93,9.59,122132,124203,86556,67721,44601,725,51,173070,73265
34,51000,3451000,Newark city, New Jersey,1,2005,254217,44.34,69.63,8.51,117875,136342,55620,133867,3228,1016,197,170650,83567
34,56550,3456550,Passaic city, New Jersey,1,2005,68422,47.17,67.30,8.40,33947,34475,18467,6389,2580,262,0,21226,47196
34,57000,3457000,Paterson city, New Jersey,1,2005,148353,44.89,68.75,7.79,69972,78381,44344,44428,3199,450,0,65038,83315
34,74000,3474000,Trenton city, New Jersey,1,2005,77471,45.52,70.89,9.32,37102,40369,24377,36809,764,502,142,51799,25672
34,74630,3474630,Union City city, New Jersey,1,2005,64842,46.10,72.96,12.06,33260,31582,38952,1610,683,350,0,10758,54084
35,02000,3502000,Albuquerque city, New Mexico,1,2005,488133,43.09,76.06,11.91,237757,250376,352257,15368,10976,21327,873,274844,213289
35,39380,3539380,Las Cruces city, New Mexico,1,2005,84029,48.68,74.71,12.73,39973,44056,70412,1555,1413,1240,0,-998,-998
35,63460,3563460,Rio Rancho city, New Mexico,1,2005,63116,44.64,74.87,10.50,29595,33521,51555,2096,961,1675,0,-998,-998
35,70500,3570500,Santa Fe city, New Mexico,1,2005,66453,40.09,82.12,14.39,31905,34548,52090,503,1008,1572,34,35494,30959
36,01000,3601000,Albany city, New York,1,2005,78402,45.51,79.35,12.19,37277,41125,47047,25699,2310,57,163,-998,-998
36,11000,3611000,Buffalo city, New York,1,2005,256492,43.48,73.71,12.12,120007,136485,128912,105285,6820,1008,0,237067,19425
36,49121,3649121,Mount Vernon city, New York,1,2005,65354,44.05,75.31,11.02,29163,36191,18676,39514,561,71,49,-998,-998
36,50617,3650617,New Rochelle city, New York,1,2005,75961,42.03,77.66,13.67,36325,39636,50888,14912,2335,352,0,56421,19540
36,51000,3651000,New York city, New York,1,2005,7956113,44.30,75.81,11.86,3778081,4178032,3499212,2011962,922978,33088,3105,5734207,2221906
36,63000,3663000,Rochester city, New York,1,2005,189312,47.13,72.93,7.83,90184,99128,86392,80548,6467,418,0,163330,25982
36,73000,3673000,Syracuse city, New York,1,2005,132495,45.12,74.37,11.65,63587,68908,80718,37768,5777,1687,0,124270,8225
36,84000,3684000,Yonkers city, New York,1,2005,193327,40.30,75.37,14.79,90933,102394,110407,37311,12086,1212,0,136300,57027
37,02140,3702140,Asheville city, North Carolina,1,2005,74889,44.54,79.90,16.02,33343,41546,62234,10398,681,513,0,-998,-998
37,10740,3710740,Cary town, North Carolina,1,2005,107446,43.47,70.76,6.29,52334,55112,82635,7477,11999,0,71,98880,8566
37,12000,3712000,Charlotte city, North Carolina,1,2005,601598,46.71,73.14,7.64,297743,303855,342761,206259,23560,2452,64,543132,58466
37,19000,3719000,Durham city, North Carolina,1,2005,191731,49.91,74.76,8.41,92997,98734,82489,77775,8402,454,161,166395,25336
37,22920,3722920,Fayetteville city, North Carolina,1,2005,128777,41.23,72.91,11.88,60710,68067,62190,52099,2587,1077,216,121895,6882
37,25580,3725580,Gastonia city, North Carolina,1,2005,72183,45.62,73.59,12.89,34386,37797,46642,17025,1916,382,0,-998,-998
37,28000,3728000,Greensboro city, North Carolina,1,2005,208552,44.35,76.33,12.53,96724,111828,107701,80937,8754,867,77,-998,-998
37,31400,3731400,High Point city, North Carolina,1,2005,101852,44.54,70.27,8.49,50928,50924,57300,35712,3248,234,0,-998,-998
37,55000,3755000,Raleigh city, North Carolina,1,2005,315249,51.50,77.95,7.62,158340,156909,195579,85116,11954,598,117,284649,30600
37,74440,3774440,Wilmington city, North Carolina,1,2005,91207,46.70,79.22,13.73,42745,48462,68728,17302,1118,346,0,-998,-998
37,75000,3775000,Winston-Salem city, North Carolina,1,2005,183467,42.07,73.75,12.94,86352,97115,102573,64948,3315,868,0,157202,26265
38,25700,3825700,Fargo city, North Dakota,1,2005,88809,50.55,79.56,9.25,44943,43866,83542,1306,1133,1326,178,-998,-998
39,01000,3901000,Akron city, Ohio,1,2005,200181,43.66,75.08,12.11,95728,104453,131244,60590,3497,369,61,-998,-998
39,12000,3912000,Canton city, Ohio,1,2005,72584,41.19,73.14,11.40,34230,38354,50824,17214,221,330,0,-998,-998
39,15000,3915000,Cincinnati city, Ohio,1,2005,287540,43.81,74.76,11.29,134358,153182,140285,132152,6874,188,0,283685,3855
39,16000,3916000,Cleveland city, Ohio,1,2005,414534,41.70,72.17,11.13,193940,220594,160254,222837,6289,2312,188,382449,32085
39,18000,3918000,Columbus city, Ohio,1,2005,693983,49.02,75.17,8.67,342814,351169,454368,181977,27125,1674,75,669376,24607
39,21000,3921000,Dayton city, Ohio,1,2005,132679,42.47,74.97,11.64,63963,68716,68151,60290,1827,151,0,-998,-998
39,44856,3944856,Lorain city, Ohio,0,2005,65476,41.89,76.31,13.77,31151,34325,40722,13088,0,1013,0,50537,14939
39,61000,3961000,Parma city, Ohio,1,2005,79708,38.29,74.51,16.50,38079,41629,74897,1840,1029,0,0,-998,-998
39,77000,3977000,Toledo city, Ohio,1,2005,285937,42.89,74.04,12.04,138873,147064,189641,72657,4150,546,0,267533,18404
39,88000,3988000,Youngstown city, Ohio,1,2005,65844,38.29,74.67,17.74,29957,35887,32333,31131,249,59,0,-998,-998
40,09050,4009050,Broken Arrow city, Oklahoma,1,2005,85039,41.65,70.99,7.66,42574,42465,70701,3805,1087,3820,0,-998,-998
40,23200,4023200,Edmond city, Oklahoma,1,2005,71658,39.46,72.21,10.08,34896,36762,62430,3927,1885,1366,0,-998,-998
40,41850,4041850,Lawton city, Oklahoma,1,2005,79486,41.89,69.31,11.43,39034,40452,47895,17908,2140,4227,235,71140,8346
40,52500,4052500,Norman city, Oklahoma,1,2005,97484,52.37,78.84,9.02,48214,49270,79376,4090,3310,3183,77,-998,-998
40,55000,4055000,Oklahoma City city, Oklahoma,1,2005,515751,43.34,75.14,10.74,252725,263026,345217,75983,22122,16489,1108,449358,66393
40,75000,4075000,Tulsa city, Oklahoma,1,2005,370447,41.19,75.45,12.58,180754,189693,250527,57113,7274,14956,687,332298,38149
41,05350,4105350,Beaverton city, Oregon,1,2005,83447,46.46,74.46,7.25,41655,41792,60208,2013,10649,602,139,-998,-998
41,23850,4123850,Eugene city, Oregon,1,2005,142716,48.86,79.73,11.70,68899,73817,122042,1376,8472,1345,178,133691,9025
41,31250,4131250,Gresham city, Oregon,1,2005,95334,43.48,73.59,10.18,48537,46797,77863,3956,2691,3205,619,-998,-998
41,34100,4134100,Hillsboro city, Oregon,1,2005,82732,51.68,72.72,6.98,44321,38411,65554,1562,7050,705,396,65221,17511
41,47000,4147000,Medford city, Oregon,1,2005,73782,40.67,76.07,14.43,34783,38999,68963,421,1265,664,189,-998,-998
41,59000,4159000,Portland city, Oregon,1,2005,513627,45.12,78.05,10.42,253078,260549,408462,32009,36536,4342,1890,470303,43324
41,64900,4164900,Salem city, Oregon,1,2005,142006,44.24,73.14,10.90,70035,71971,113956,1397,4892,2310,0,111272,30734
42,02000,4202000,Allentown city, Pennsylvania,1,2005,105231,42.45,74.67,15.05,50745,54486,72903,8850,1738,156,0,69541,35690
42,06088,4206088,Bethlehem city, Pennsylvania,1,2005,68144,40.51,75.15,15.17,30696,37448,51055,3318,1123,0,0,51945,16199
42,24000,4224000,Erie city, Pennsylvania,1,2005,91423,41.62,73.86,13.16,43648,47775,71764,13837,833,115,242,-998,-998
42,60000,4260000,Philadelphia city, Pennsylvania,1,2005,1406415,42.04,73.66,12.68,651610,754805,592159,628312,72898,3079,442,1259559,146856
42,61000,4261000,Pittsburgh city, Pennsylvania,1,2005,284366,42.97,80.60,14.57,134964,149402,183078,81915,10727,938,0,279348,5018
42,63624,4263624,Reading city, Pennsylvania,1,2005,81302,45.28,69.13,9.00,38997,42305,56022,12741,1299,52,62,40355,40947
42,69000,4269000,Scranton city, Pennsylvania,1,2005,67314,40.79,78.57,17.27,32772,34542,62032,2189,1048,261,0,-998,-998
44,19180,4419180,Cranston city, Rhode Island,1,2005,77025,41.05,78.10,15.31,36449,40576,65337,3272,2588,228,0,68979,8046
44,54640,4454640,Pawtucket city, Rhode Island,1,2005,72896,44.47,76.15,13.95,33522,39374,48639,9901,1523,1237,0,62639,10257
44,59000,4459000,Providence city, Rhode Island,1,2005,160264,48.02,72.67,9.83,78649,81615,79427,21956,10824,1143,462,100256,60008
44,74300,4474300,Warwick city, Rhode Island,1,2005,85804,37.93,79.79,15.63,41424,44380,81688,1139,1225,79,0,-998,-998
45,13330,4513330,Charleston city, South Carolina,1,2005,109151,45.43,74.13,12.01,49640,59511,65093,40727,2198,55,0,-998,-998
45,16000,4516000,Columbia city, South Carolina,1,2005,88450,49.36,79.97,12.29,42446,46004,45147,38102,2507,120,0,-998,-998
45,50875,4550875,North Charleston city, South Carolina,1,2005,70001,43.34,76.01,9.25,33045,36956,32370,33961,1283,450,0,-998,-998
46,59020,4659020,Sioux Falls city, South Dakota,1,2005,132358,45.31,76.13,11.12,65143,67215,119997,3450,2054,3044,0,-998,-998
47,14000,4714000,Chattanooga city, Tennessee,1,2005,139158,40.34,77.15,14.63,64141,75017,81136,53785,2110,165,0,-998,-998
47,15160,4715160,Clarksville city, Tennessee,1,2005,107130,48.25,69.92,6.75,52381,54749,71795,26093,2559,502,747,99765,7365
47,40000,4740000,Knoxville city, Tennessee,1,2005,168744,48.00,79.61,12.06,81046,87698,136561,24994,2629,411,53,-998,-998
47,48000,4748000,Memphis city, Tennessee,1,2005,642251,44.38,72.65,9.70,303608,338643,200735,404970,11235,1228,0,615688,26563
47,51560,4751560,Murfreesboro city, Tennessee,1,2005,83822,54.38,75.38,7.23,41511,42311,67335,10658,1782,100,0,-998,-998
47,52006,4752006,Nashville-Davidson (balance), Tennessee,1,2005,522662,44.17,76.17,10.59,253822,268840,336731,149273,16943,1664,0,485199,37463
48,01000,4801000,Abilene city, Texas,1,2005,105165,43.37,71.96,11.96,50130,55035,79843,7588,2091,755,0,81823,23342
48,01924,4801924,Allen city, Texas,1,2005,70037,44.48,68.77,3.54,35870,34167,54974,3989,5394,173,0,-998,-998
48,03000,4803000,Amarillo city, Texas,1,2005,176999,41.93,71.39,11.16,85252,91747,138661,10580,2850,1193,272,-998,-998
48,04000,4804000,Arlington city, Texas,1,2005,348965,48.61,70.74,6.15,172813,176152,210048,59012,18771,1345,784,265974,82991
48,05000,4805000,Austin city, Texas,1,2005,678457,51.94,75.90,6.65,347746,330711,469562,60683,35449,3241,505,455096,223361
48,06128,4806128,Baytown city, Texas,1,2005,61504,36.92,71.52,13.52,28802,32702,34767,13023,711,0,103,41730,19774
48,07000,4807000,Beaumont city, Texas,1,2005,107876,42.85,71.78,12.61,50763,57113,41300,54013,3988,244,0,-998,-998
48,10768,4810768,Brownsville city, Texas,1,2005,171528,43.17,61.68,7.59,81800,89728,138690,374,450,754,0,14937,156591
48,10912,4810912,Bryan city, Texas,1,2005,56277,46.88,72.38,7.17,26449,29828,39477,9230,1494,113,0,-998,-998
48,13024,4813024,Carrollton city, Texas,1,2005,122699,46.72,74.19,5.88,62262,60437,82900,5887,18926,1206,173,85890,36809
48,15976,4815976,College Station city, Texas,1,2005,65370,68.05,81.98,4.60,34098,31272,52329,5451,5527,34,67,-998,-998
48,17000,4817000,Corpus Christi city, Texas,1,2005,280002,41.90,71.66,10.44,136054,143948,217798,11730,4618,1444,0,118778,161224
48,19000,4819000,Dallas city, Texas,1,2005,1144946,47.47,73.18,8.69,582784,562162,651215,271501,31544,5305,355,662922,482024
48,19972,4819972,Denton city, Texas,1,2005,87766,55.23,78.02,7.67,45068,42698,69736,9043,3182,1002,0,-998,-998
48,24000,4824000,El Paso city, Texas,1,2005,583419,41.56,68.96,10.86,275855,307564,456333,16426,6833,3132,260,118132,465287
48,27000,4827000,Fort Worth city, Texas,1,2005,604538,46.25,71.05,8.48,302247,302291,367444,111081,25337,5352,538,411719,192819
48,27684,4827684,Frisco city, Texas,1,2005,66538,50.23,69.99,3.46,33317,33221,54518,3511,4482,0,104,-998,-998
48,29000,4829000,Garland city, Texas,1,2005,235750,45.05,70.45,7.87,122096,113654,130715,40992,20295,1471,239,152826,82924
48,30464,4830464,Grand Prairie city, Texas,1,2005,148677,44.46,65.60,5.09,73148,75529,86340,24619,6735,2954,0,88156,60521
48,35000,4835000,Houston city, Texas,1,2005,1941430,45.99,72.44,8.36,974834,966596,1100450,455764,112473,5913,1977,1120920,820510
48,37000,4837000,Irving city, Texas,1,2005,212262,52.87,73.50,5.46,106435,105827,142641,25937,21592,857,0,127624,84638
48,39148,4839148,Killeen city, Texas,1,2005,98434,50.99,65.43,5.72,49883,48551,48408,34480,4585,601,207,82718,15716
48,41464,4841464,Laredo city, Texas,1,2005,207787,43.16,62.54,7.51,99675,108112,179887,1012,779,599,0,10589,197198
48,42508,4842508,Lewisville city, Texas,1,2005,81484,56.99,75.94,5.87,39962,41522,66277,6792,3856,190,0,63597,17887
48,43888,4843888,Longview city, Texas,1,2005,76897,41.06,74.20,13.62,37909,38988,51107,17062,439,114,0,-998,-998
48,45000,4845000,Lubbock city, Texas,1,2005,199789,46.95,74.13,10.57,96106,103683,155764,16960,3678,941,0,-998,-998
48,45384,4845384,McAllen city, Texas,1,2005,116376,47.28,68.64,9.82,56586,59790,84169,1414,2617,796,0,-998,-998
48,45744,4845744,McKinney city, Texas,1,2005,92337,49.66,69.06,5.57,44732,47605,73484,9982,1709,522,44,79699,12638
48,47892,4847892,Mesquite city, Texas,1,2005,126895,45.84,68.62,7.54,60673,66222,98406,16166,3050,629,0,96503,30392
48,48072,4848072,Midland city, Texas,1,2005,100799,40.31,71.54,11.91,48044,52755,81736,7338,890,383,0,-998,-998
48,48804,4848804,Missouri City city, Texas,1,2005,60513,43.39,72.92,7.54,29639,30874,25820,20945,9538,421,0,51237,9276
48,53388,4853388,Odessa city, Texas,1,2005,94329,41.79,71.48,11.04,45308,49021,74138,4971,1098,617,0,-998,-998
48,56000,4856000,Pasadena city, Texas,1,2005,150180,46.38,68.37,7.35,75645,74535,109800,2935,5008,3303,0,61711,88469
48,58016,4858016,Plano city, Texas,1,2005,251648,45.58,73.30,6.49,124358,127290,189054,12939,40511,1259,0,221921,29727
48,61796,4861796,Richardson city, Texas,1,2005,107892,43.87,75.29,10.18,53942,53950,79455,6000,14675,252,0,-998,-998
48,63500,4863500,Round Rock city, Texas,1,2005,81639,52.21,69.82,4.31,40754,40885,62598,8359,1889,155,543,-998,-998
48,64472,4864472,San Angelo city, Texas,1,2005,82293,41.40,73.00,12.73,38477,43816,66258,3836,971,378,0,-998,-998
48,65000,4865000,San Antonio city, Texas,1,2005,1202223,44.80,71.58,9.82,587348,614875,768878,73540,21934,8100,1184,466765,735458
48,70808,4870808,Sugar Land city, Texas,1,2005,69344,42.61,75.61,6.77,33861,35483,42983,2906,21811,321,0,62012,7332
48,72656,4872656,The Woodlands CDP, Texas,0,2005,65744,40.73,73.42,8.36,31912,33832,59546,2145,1705,440,0,-998,-998
48,74144,4874144,Tyler city, Texas,1,2005,87687,44.05,73.49,13.11,40864,46823,53719,24837,547,709,0,-998,-998
48,76000,4876000,Waco city, Texas,1,2005,107146,47.42,73.63,11.82,50122,57024,74466,22436,1439,774,0,-998,-998
48,79000,4879000,Wichita Falls city, Texas,1,2005,88861,40.77,73.04,13.16,43636,45225,67464,10191,2060,498,47,-998,-998
49,55980,4955980,Ogden city, Utah,1,2005,79171,45.99,68.81,9.75,37164,42007,71385,2302,863,406,0,-998,-998
49,57300,4957300,Orem city, Utah,1,2005,85616,49.77,69.00,7.76,43944,41672,79074,83,1493,327,891,-998,-998
49,62470,4962470,Provo city, Utah,1,2005,101164,64.70,78.73,5.36,45587,55577,87597,466,2218,268,1314,88249,12915
49,67000,4967000,Salt Lake City city, Utah,1,2005,182670,50.76,77.63,10.41,92791,89879,142877,5413,7235,2636,1388,140925,41745
49,67440,4967440,Sandy city, Utah,1,2005,88189,44.96,69.14,6.47,42760,45429,81313,308,3912,646,0,-998,-998
49,82950,4982950,West Jordan city, Utah,1,2005,101626,49.71,64.18,2.34,51347,50279,90482,927,1934,1124,822,88759,12867
49,83470,4983470,West Valley City city, Utah,1,2005,119795,47.69,65.94,5.39,60094,59701,85186,841,7966,973,3958,89877,29918
51,01000,5101000,Alexandria city, Virginia,1,2005,133479,47.66,80.26,10.02,62582,70897,91052,26784,7584,374,0,115022,18457
51,03000,5103000,Arlington CDP, Virginia,0,2005,191852,49.23,81.77,9.73,95107,96745,141864,15165,17002,378,0,160601,31251
51,16000,5116000,Chesapeake city, Virginia,1,2005,214835,43.46,72.88,8.96,103380,111455,140461,63041,4413,1043,78,209243,5592
51,21088,5121088,Dale City CDP, Virginia,0,2005,66005,50.46,71.67,4.17,31786,34219,33099,19756,5037,749,0,50944,15061
51,35000,5135000,Hampton city, Virginia,1,2005,133584,42.15,74.05,11.42,63535,70049,62463,63135,3070,137,0,129082,4502
51,47672,5147672,Lynchburg city, Virginia,1,2005,60378,37.72,74.73,16.72,28145,32233,39368,19562,582,176,0,-998,-998
51,56000,5156000,Newport News city, Virginia,1,2005,176591,43.31,71.08,9.87,84853,91738,90229,72849,5017,876,0,168334,8257
01,07000,0107000,Birmingham city, Alabama,1,2005,222154,43.57,74.07,11.65,104905,117249,48852,167975,2630,114,0,-998,-998
01,35896,0135896,Hoover city, Alabama,1,2005,74473,40.54,75.56,10.98,35599,38874,59739,10790,2547,0,0,-998,-998
01,37000,0137000,Huntsville city, Alabama,1,2005,158618,43.17,77.71,14.70,77599,81019,101915,46581,4285,2251,217,155139,3479
01,50000,0150000,Mobile city, Alabama,1,2005,193332,41.42,73.78,13.53,89121,104211,95172,90230,3953,422,0,-998,-998
01,51000,0151000,Montgomery city, Alabama,1,2005,193042,40.91,73.03,11.55,89857,103185,85229,102292,2589,316,0,190180,2862
01,77256,0177256,Tuscaloosa city, Alabama,1,2005,68006,48.95,78.24,11.27,31024,36982,35136,30364,719,265,0,-998,-998
02,03000,0203000,Anchorage municipality, Alaska,1,2005,266281,43.45,71.01,6.35,133135,133146,185780,16547,18514,15903,2297,247697,18584
04,04720,0404720,Avondale city, Arizona,1,2005,61666,48.83,66.67,3.37,30629,31037,37270,3132,976,213,0,-998,-998
04,12000,0412000,Chandler city, Arizona,1,2005,225725,49.65,70.95,5.87,114179,111546,171596,10991,15653,2695,672,184411,41314
04,27400,0427400,Gilbert town, Arizona,1,2005,178539,44.78,64.11,4.75,89662,88877,151198,5873,8574,765,182,156817,21722
04,27820,0427820,Glendale city, Arizona,1,2005,229913,45.19,69.81,6.82,115219,114694,175472,10378,4817,3365,1178,159941,69972
04,46000,0446000,Mesa city, Arizona,1,2005,442445,42.80,72.89,14.29,224367,218078,361116,10830,8845,9817,371,336120,106325
04,54050,0454050,Peoria city, Arizona,1,2005,141941,40.44,69.11,11.33,68390,73551,118889,6486,5600,521,50,115531,26410
04,55000,0455000,Phoenix city, Arizona,1,2005,1377980,46.68,71.23,7.52,694972,683008,1015038,69687,27724,29049,872,802544,575436
04,65000,0465000,Scottsdale city, Arizona,1,2005,215933,37.17,78.98,16.19,109338,106595,197519,3397,6176,1481,0,198854,17079
04,71510,0471510,Surprise city, Arizona,1,2005,91411,37.01,74.36,17.31,45478,45933,75043,3003,1490,47,0,-998,-998
04,73000,0473000,Tempe city, Arizona,1,2005,166171,55.32,77.96,6.69,84982,81189,138057,4910,7595,3837,0,129671,36500
04,77000,0477000,Tucson city, Arizona,1,2005,507362,45.83,74.53,12.17,248306,259056,331181,19129,12782,14848,759,300404,206958
04,85540,0485540,Yuma city, Arizona,1,2005,91433,39.80,67.82,15.17,43460,47973,63849,2181,1233,2777,0,43552,47881
05,23290,0523290,Fayetteville city, Arkansas,1,2005,58839,55.62,80.99,7.83,30026,28813,50292,2751,1857,1010,0,-998,-998
05,24550,0524550,Fort Smith city, Arkansas,1,2005,81054,42.44,73.86,11.87,38270,42784,59532,7466,3970,2260,0,70081,10973
05,41000,0541000,Little Rock city, Arkansas,1,2005,176924,42.15,75.93,12.03,85001,91923,92043,77171,2220,558,0,-998,-998
06,00562,0600562,Alameda city, California,1,2005,77058,38.43,76.86,10.65,36967,40091,42022,3256,21624,575,0,65214,11844
06,00884,0600884,Alhambra city, California,1,2005,76309,42.10,78.85,14.34,35957,40352,21150,1344,40717,116,0,53680,22629
06,02000,0602000,Anaheim city, California,1,2005,329483,46.67,69.32,7.99,164291,165192,199851,8542,41438,1787,829,154065,175418
06,02252,0602252,Antioch city, California,1,2005,103339,46.76,68.36,5.41,52945,50394,49114,16981,7108,140,124,-998,-998
06,02364,0602364,Apple Valley town, California,1,2005,65229,38.50,70.13,14.99,33143,32086,47553,6421,1254,1361,181,51635,13594
06,02553,0602553,Arden-Arcade CDP, California,0,2005,94284,39.40,77.98,15.29,44791,49493,71721,4238,6106,1537,541,-998,-998
06,03526,0603526,Bakersfield city, California,1,2005,286316,44.64,67.83,9.03,139822,146494,168271,23958,13132,3137,543,169081,117235
06,03666,0603666,Baldwin Park city, California,1,2005,84812,44.57,66.28,6.40,41052,43760,32968,776,9540,3098,178,14660,70152
06,04982,0604982,Bellflower city, California,1,2005,78198,43.23,68.74,9.90,37418,40780,32904,8141,11332,245,405,39186,39012
06,06000,0606000,Berkeley city, California,1,2005,90432,49.96,86.69,11.70,44776,45656,57873,10874,12641,122,51,81966,8466
06,08786,0608786,Buena Park city, California,1,2005,76062,46.09,71.60,8.44,40069,35993,30763,3257,17659,368,0,43388,32674
06,08954,0608954,Burbank city, California,1,2005,100053,44.55,76.17,11.92,48643,51410,71161,2553,9003,566,113,76274,23779
06,11194,0611194,Carlsbad city, California,1,2005,92998,35.67,75.59,14.27,45090,47908,78856,978,6579,624,0,-998,-998
06,11530,0611530,Carson city, California,1,2005,92156,41.13,70.66,10.67,43142,49014,18255,22665,20807,395,2661,54687,37469
06,13014,0613014,Chico city, California,1,2005,71298,56.93,78.84,9.66,34636,36662,57636,1037,3797,563,311,-998,-998
06,13210,0613210,Chino city, California,1,2005,69732,48.90,70.38,5.44,33560,36172,41503,1186,3645,318,139,29004,40728
06,13214,0613214,Chino Hills city, California,1,2005,80897,44.69,71.60,6.30,39701,41196,36570,2231,31853,382,0,62339,18558
06,13392,0613392,Chula Vista city, California,1,2005,212954,44.79,69.09,9.94,104837,108117,124095,7396,29289,1113,814,94149,118805
06,13588,0613588,Citrus Heights city, California,1,2005,81824,43.05,75.99,13.68,39081,42743,66701,1828,3150,413,53,-998,-998
06,14218,0614218,Clovis city, California,1,2005,80529,44.77,70.60,7.96,38512,42017,59866,2081,6481,554,544,-998,-998
06,15044,0615044,Compton city, California,1,2005,97833,45.97,64.77,6.75,47605,50228,11062,39243,251,636,1905,41332,56501
06,16000,0616000,Concord city, California,1,2005,116782,44.02,76.84,10.74,56521,60261,74604,3061,13984,171,950,86010,30772
06,16350,0616350,Corona city, California,1,2005,162410,50.73,70.41,5.60,81046,81364,116817,7596,17163,551,112,88468,73942
06,16532,0616532,Costa Mesa city, California,1,2005,105333,51.27,77.26,8.70,52261,53072,71256,1316,6451,926,151,67020,38313
06,17918,0617918,Daly City city, California,1,2005,93513,43.52,76.91,12.28,47324,46189,23751,2875,52883,66,365,71882,21631
06,19766,0619766,Downey city, California,1,2005,111391,44.66,69.15,10.00,57886,53505,70906,2778,9791,140,751,37337,74054
06,20802,0620802,East Los Angeles CDP, California,0,2005,130766,47.57,68.19,8.71,64902,65864,69687,225,1269,863,0,-998,-998
06,21712,0621712,El Cajon city, California,1,2005,92507,43.79,66.85,9.07,45085,47422,74024,7763,3604,769,345,65466,27041
