fips_state,fips_place,fips_state_place,city_name,st_name,NYU_500_Largest,Year,census_population,15 to 44 years,18 years and over,65 years and over,pop_male,pop_female,pop_white,pop_black,pop_asian,pop_AIAN,pop_NHOPI,pop_nonhispanic,pop_hispanic
26,74900,2674900,Southfield city, Michigan,1,2006,70808,38.85,78.85,17.76,33669,37139,21302,46594,1060,0,0,-998,-998
26,76460,2676460,Sterling Heights city, Michigan,1,2006,133986,42.52,74.97,11.76,62826,71160,116553,6678,7465,409,0,-998,-998
26,80700,2680700,Troy city, Michigan,1,2006,80125,35.89,75.1,11.43,39500,40625,60766,3943,12789,313,0,-998,-998
26,84000,2684000,Warren city, Michigan,1,2006,131905,40.62,77.07000000000002,15.85,63771,68134,108813,13115,6461,236,0,-998,-998
26,84220,2684220,Waterford CDP, Michigan,0,2006,68258,42.0,79.66,12.17,34509,33749,60821,2694,1022,141,47,-998,-998
26,85510,2685510,West Bloomfield Township CDP, Michigan,0,2006,69048,32.95,72.68,15.13,32646,36402,58329,4850,5061,0,0,-998,-998
26,86000,2686000,Westland city, Michigan,1,2006,87489,43.23,79.53,14.39,42822,44667,69984,12226,1809,534,0,-998,-998
26,88940,2688940,Wyoming city, Michigan,1,2006,75870,45.85,72.50999999999998,9.68,41139,34731,57317,3089,3070,228,0,59672,16198
27,06616,2706616,Bloomington city, Minnesota,1,2006,81152,37.48,81.17,16.93,37854,43298,67979,5280,2810,0,0,-998,-998
27,07966,2707966,Brooklyn Park city, Minnesota,1,2006,73367,43.58000000000001,69.76,6.660000000000001,34966,38401,43435,15654,9356,156,0,-998,-998
27,17000,2717000,Duluth city, Minnesota,1,2006,86884,46.55,79.38,13.88,42476,44408,79973,2152,905,2362,0,-998,-998
27,43000,2743000,Minneapolis city, Minnesota,1,2006,369051,49.33,77.53999999999998,8.18,186350,182701,252868,68722,18221,4769,102,336297,32754
27,51730,2751730,Plymouth city, Minnesota,1,2006,68983,38.0,73.67,8.14,33348,35635,58687,2560,6188,51,0,-998,-998
27,54880,2754880,Rochester city, Minnesota,1,2006,96658,43.39,75.18,12.0,47575,49083,82596,5167,6531,193,141,-998,-998
27,56896,2756896,St. Cloud city, Minnesota,0,2006,62113,53.91,83.82,9.88,33704,28409,55068,4206,1227,271,0,-998,-998
27,58000,2758000,St. Paul city, Minnesota,1,2006,272217,45.35,73.86,9.7,132032,140185,178992,40021,31779,1955,0,248804,23413
28,29700,2829700,Gulfport city, Mississippi,1,2006,68052,38.08000000000001,70.67,13.27,31929,36123,39050,24520,1543,267,0,-998,-998
28,36000,2836000,Jackson city, Mississippi,1,2006,176227,42.64,71.5,10.02,85108,91119,39640,133563,1166,288,0,-998,-998
29,15670,2915670,Columbia city, Missouri,1,2006,92935,55.28,80.4,9.42,45759,47176,75245,8595,5081,285,49,-998,-998
29,35000,2935000,Independence city, Missouri,1,2006,119158,37.64,76.01,15.75,57383,61775,105778,5289,650,267,44,111557,7601
29,38000,2938000,Kansas City city, Missouri,1,2006,432773,42.87000000000001,75.33,11.21,213556,219217,264368,130879,9634,1369,580,395022,37751
29,41348,2941348,Lee's Summit city, Missouri,1,2006,86796,41.49,69.8,10.69,39862,46934,75676,7227,1307,68,0,-998,-998
29,64550,2964550,St. Joseph city, Missouri,1,2006,74059,42.71,75.71,13.78,36519,37540,67231,3474,250,384,26,-998,-998
29,65000,2965000,St. Louis city, Missouri,1,2006,347181,42.1,73.86,11.84,165620,181561,157518,174296,7556,752,60,338228,8953
29,70000,2970000,Springfield city, Missouri,1,2006,148793,47.16,82.39999999999998,15.39,72026,76767,134664,5420,2857,653,0,144271,4522
30,06550,3006550,Billings city, Montana,1,2006,99527,41.57,76.92999999999998,14.21,47993,51534,90028,845,499,3864,189,-998,-998
31,28000,3128000,Lincoln city, Nebraska,1,2006,238302,48.16,76.95,10.37,119755,118547,210749,9194,8788,1558,32,226970,11332
31,37000,3137000,Omaha city, Nebraska,1,2006,382776,43.26,74.46000000000002,11.81,188778,193998,291584,49869,9050,1703,284,340308,42468
32,23770,3223770,Enterprise CDP, Nevada,0,2006,77306,55.74,78.12,4.29,43083,34223,54506,5311,11642,212,224,67538,9768
32,31900,3231900,Henderson city, Nevada,1,2006,228614,39.63,77.81,13.089999999999998,110888,117726,182284,10746,13805,1208,798,200595,28019
32,40000,3240000,Las Vegas city, Nevada,1,2006,569753,43.39,72.69,11.16,287698,282055,388659,59833,33061,3604,3425,395550,174203
32,51800,3251800,North Las Vegas city, Nevada,1,2006,190291,46.8,65.27,6.25,93651,96640,122442,32749,11594,835,2269,117072,73219
32,54600,3254600,Paradise CDP, Nevada,0,2006,197622,43.15,77.4,10.47,99865,97757,138729,16178,15305,2341,829,141171,56451
32,60600,3260600,Reno city, Nevada,1,2006,205327,46.04,79.01,11.82,102685,102642,151001,6737,13530,2109,471,164197,41130
32,68400,3268400,Sparks city, Nevada,1,2006,84723,40.92,70.73,9.51,43289,41434,63671,1881,3963,2753,0,63090,21633
32,68585,3268585,Spring Valley CDP, Nevada,0,2006,149848,45.11,80.73,11.24,76523,73325,106385,11895,20432,228,289,125020,24828
32,71400,3271400,Sunrise Manor CDP, Nevada,0,2006,184739,44.65,69.39,8.260000000000002,97053,87686,124554,22362,10641,768,1026,109001,75738
33,45140,3345140,Manchester city, New Hampshire,1,2006,108720,44.23,77.42,11.76,54505,54215,99092,3670,2935,95,0,-998,-998
33,50260,3350260,Nashua city, New Hampshire,1,2006,89681,40.19,77.55,12.93,44881,44800,76437,2947,5108,338,129,82593,7088
34,10000,3410000,Camden city, New Jersey,1,2006,73838,46.36,68.03,8.1,35712,38126,9750,37517,2323,562,0,43308,30530
34,13690,3413690,Clifton city, New Jersey,1,2006,79349,40.07,78.85,13.96,37301,42048,52878,2388,6286,281,0,57857,21492
34,19390,3419390,East Orange city, New Jersey,0,2006,64060,40.83,71.17999999999998,13.37,29918,34142,3325,56799,271,0,0,-998,-998
34,20260,3420260,Edison CDP, New Jersey,0,2006,100724,43.37,80.13,14.8,51192,49532,49242,8816,36173,439,0,93519,7205
34,21000,3421000,Elizabeth city, New Jersey,1,2006,129337,46.87,74.83999999999997,10.24,65562,63775,58912,26182,4589,326,472,55983,73354
34,36000,3436000,Jersey City city, New Jersey,1,2006,242845,48.19,75.66000000000003,9.38,118693,124152,82789,71221,45827,500,151,178336,64509
34,51000,3451000,Newark city, New Jersey,1,2006,266736,47.1,73.56,9.32,131772,134964,59018,143791,4519,1282,40,183034,83702
34,56550,3456550,Passaic city, New Jersey,1,2006,56665,47.74,70.41,7.829999999999999,29154,27511,21782,4309,4258,0,0,18792,37873
34,57000,3457000,Paterson city, New Jersey,1,2006,149426,45.61,71.82,8.92,73945,75481,36302,47846,3099,0,0,70502,78924
34,73110,3473110,Toms River CDP, New Jersey,0,2006,94150,38.99,77.16,16.93,46449,47701,83414,2415,4596,0,111,87140,7010
34,74000,3474000,Trenton city, New Jersey,1,2006,83581,48.75,74.09,9.03,42080,41501,28418,42744,305,234,0,56973,26608
34,74630,3474630,Union City city, New Jersey,1,2006,67556,45.87,74.42999999999998,11.34,33543,34013,51040,2718,631,54,0,15260,52296
35,02000,3502000,Albuquerque city, New Mexico,1,2006,493438,43.82,76.03,12.0,241521,251917,321478,15327,12358,25528,282,276908,216530
12,53000,1253000,Orlando city, Florida,1,2006,220268,46.8,75.26,9.35,105221,115047,125820,60360,6456,258,43,170797,49471
12,54000,1254000,Palm Bay city, Florida,1,2006,93419,40.9,77.49000000000002,16.08,45187,48232,66617,19634,1574,381,0,85276,8143
12,54200,1254200,Palm Coast city, Florida,1,2006,58632,36.14,82.24000000000002,23.13,28221,30411,51003,4528,1157,708,0,53472,5160
12,55775,1255775,Pembroke Pines city, Florida,1,2006,154942,42.0,75.41,13.77,73517,81425,101011,32941,10177,375,0,102785,52157
12,57425,1257425,Plantation city, Florida,1,2006,78287,40.65,80.10000000000002,15.260000000000002,37286,41001,57752,13466,2395,308,57,65052,13235
12,58050,1258050,Pompano Beach city, Florida,1,2006,105941,37.91,75.76,17.2,52393,53548,71951,25455,557,242,0,85681,20260
12,58715,1258715,Port St. Lucie city, Florida,1,2006,140127,42.31,76.72,14.75,70300,69827,115281,14864,3051,1046,0,117530,22597
12,63000,1263000,St. Petersburg city, Florida,1,2006,261073,39.09,79.51,15.78,127166,133907,186647,55620,7644,817,0,245395,15678
12,68350,1268350,Spring Hill CDP, Florida,0,2006,94552,37.99,79.43,21.63,44648,49904,87000,2606,909,460,405,85309,9243
12,69700,1269700,Sunrise city, Florida,1,2006,84887,43.71,74.63,16.98,39840,45047,51897,24746,2357,0,0,65246,19641
12,70600,1270600,Tallahassee city, Florida,1,2006,154062,56.28999999999999,82.19999999999997,7.6,73644,80418,88352,55453,4719,544,0,146879,7183
12,71000,1271000,Tampa city, Florida,1,2006,322428,43.96,74.86,11.29,160207,162221,213631,81552,9610,552,60,244493,77935
12,72145,1272145,Town 'n' Country CDP, Florida,0,2006,70224,43.71,79.60000000000002,12.07,32457,37767,53400,5094,2817,335,0,45051,25173
12,76582,1276582,Weston city, Florida,0,2006,68421,40.19,66.82000000000001,6.76,33115,35306,56924,2947,1878,123,0,40226,28195
12,76600,1276600,West Palm Beach city, Florida,1,2006,92686,43.44,78.45,15.68,46542,46144,55575,25836,2263,345,0,75747,16939
13,03440,1303440,Athens-Clarke County (balance), Georgia,1,2006,111290,61.52,82.44,8.02,52926,58364,72811,30401,4197,543,0,101695,9595
13,04000,1304000,Atlanta city, Georgia,1,2006,442887,48.11,78.25,8.84,222339,220548,164912,246513,10264,684,206,416796,26091
13,04204,1304204,Augusta-Richmond County (balance), Georgia,1,2006,187140,42.0,73.37,12.07,88266,98874,75961,100257,2764,390,535,182387,4753
13,19000,1319000,Columbus city, Georgia,1,2006,188660,44.42,74.98,11.46,94961,93699,89780,86637,3469,761,313,181549,7111
13,49000,1349000,Macon city, Georgia,1,2006,91682,39.85,72.37,13.6,40065,51617,28319,60400,785,184,0,-998,-998
13,67284,1367284,Roswell city, Georgia,1,2006,88465,38.13,72.05,9.26,43127,45338,71589,7175,1439,134,152,73640,14825
13,68516,1368516,Sandy Springs city, Georgia,1,2006,97898,44.72,80.92,9.74,49396,48502,74705,14212,3061,121,0,87424,10474
13,69000,1369000,Savannah city, Georgia,1,2006,128418,42.89,74.37,13.41,60674,67744,51097,73266,1985,172,164,-998,-998
15,17000,1517000,Honolulu CDP, Hawaii,0,2006,364522,38.6,81.56,19.2,178064,186458,76476,5791,203707,504,21485,353524,10998
16,08830,1608830,Boise City city, Idaho,1,2006,204027,44.84,76.87,10.81,100944,103083,187822,1968,4747,1079,0,-998,-998
16,56260,1656260,Nampa city, Idaho,1,2006,69536,48.71,69.45,9.57,35632,33904,64059,467,342,192,265,-998,-998
17,03012,1703012,Aurora city, Illinois,1,2006,182702,48.77,67.78999999999999,5.76,90383,92319,118386,23799,9008,144,0,109450,73252
17,06613,1706613,Bloomington city, Illinois,1,2006,68272,48.67,77.48,9.04,33149,35123,55109,6768,3711,59,0,-998,-998
17,07133,1707133,Bolingbrook village, Illinois,1,2006,74323,53.35,70.92,3.61,38279,36044,36784,16992,5878,92,0,-998,-998
17,12385,1712385,Champaign city, Illinois,1,2006,72415,61.23,80.65,7.66,37656,34759,52431,9935,7100,58,75,-998,-998
17,14000,1714000,Chicago city, Illinois,1,2006,2749283,46.85,75.33,10.24,1343629,1405654,1004760,970244,134837,5104,1296,1975241,774042
17,14351,1714351,Cicero town, Illinois,1,2006,80976,48.19,64.68,6.17,41855,39121,25831,2510,527,0,0,14587,66389
17,18823,1718823,Decatur city, Illinois,1,2006,77669,40.24,76.88000000000002,16.35,35499,42170,58122,16400,804,0,0,-998,-998
17,23074,1723074,Elgin city, Illinois,1,2006,99430,49.34,74.17,8.33,51420,48010,69191,5933,4721,1115,0,59187,40243
17,24582,1724582,Evanston city, Illinois,1,2006,68315,44.23,80.80000000000003,12.4,32952,35363,48270,11425,5038,95,0,62571,5744
17,38570,1738570,Joliet city, Illinois,1,2006,144158,49.68,72.35000000000002,7.32,72511,71647,101052,21292,1433,0,0,104932,39226
17,51622,1751622,Naperville city, Illinois,1,2006,139155,41.86,68.19,6.73,67577,71578,111632,5887,18137,123,0,132699,6456
17,57225,1757225,Palatine village, Illinois,1,2006,65683,38.06,70.95,10.01,33589,32094,50303,2392,8086,0,0,-998,-998
17,59000,1759000,Peoria city, Illinois,1,2006,111983,41.4,75.42,13.46,53794,58189,73643,29561,4112,144,220,-998,-998
17,65000,1765000,Rockford city, Illinois,1,2006,149914,44.27,74.85000000000002,13.669999999999998,73736,76178,108135,28900,2059,660,0,125563,24351
17,68003,1768003,Schaumburg village, Illinois,1,2006,77044,44.34,76.69,9.49,38474,38570,61748,1457,10819,99,0,-998,-998
17,70122,1770122,Skokie village, Illinois,0,2006,73921,38.32,75.28,13.170000000000002,37132,36789,50215,4602,17261,33,0,-998,-998
17,72000,1772000,Springfield city, Illinois,1,2006,108160,42.34,77.06,13.22,50792,57368,83681,17545,2362,98,62,-998,-998
17,79293,1779293,Waukegan city, Illinois,1,2006,88486,47.85,71.67999999999998,6.59,45610,42876,57362,16387,2924,0,0,38797,49689
18,05860,1805860,Bloomington city, Indiana,1,2006,66295,69.11,88.62,8.09,32366,33929,56143,1530,5713,77,0,-998,-998
18,22000,1822000,Evansville city, Indiana,1,2006,117232,41.73,76.36,15.32,55250,61982,98355,14332,762,283,0,-998,-998
06,65042,0665042,San Buenaventura (Ventura) city, California,1,2006,102454,43.08,78.74,12.9,51888,50566,72872,1151,3493,1110,84,-998,-998
06,66000,0666000,San Diego city, California,1,2006,1261251,48.55,76.7,10.38,633143,628108,819464,86503,192482,8155,4563,919353,341898
06,67000,0667000,San Francisco city, California,1,2006,744041,46.98,85.18,14.77,379762,364279,394265,50012,236497,3067,3407,639466,104575
06,68000,0668000,San Jose city, California,1,2006,916220,45.71,74.44,9.21,469420,446800,430286,26803,279350,4973,4149,621526,294694
06,68084,0668084,San Leandro city, California,1,2006,90236,42.48,75.88000000000002,11.54,43452,46784,38584,9994,22922,351,102,66179,24057
06,68196,0668196,San Marcos city, California,1,2006,77672,44.77,69.67999999999999,9.68,40445,37227,56609,1165,5986,508,2044,-998,-998
06,68252,0668252,San Mateo city, California,1,2006,90959,42.2,78.39,13.750000000000002,45885,45074,64473,2125,15304,48,1485,69590,21369
06,69000,0669000,Santa Ana city, California,1,2006,351894,50.13999999999999,67.25,6.67,182518,169376,217765,4172,35240,1436,3114,79107,272787
06,69070,0669070,Santa Barbara city, California,1,2006,81305,44.68,82.46,16.6,40095,41210,68858,600,2389,1257,0,55816,25489
06,69084,0669084,Santa Clara city, California,1,2006,112098,50.33,80.36,10.2,59144,52954,53751,2888,38597,898,439,92271,19827
06,69088,0669088,Santa Clarita city, California,1,2006,158940,44.16,69.58,7.95,80647,78293,110441,3455,13654,1168,636,114371,44569
06,69196,0669196,Santa Maria city, California,1,2006,85016,46.88,68.97,8.709999999999999,43440,41576,66953,2505,4134,350,34,-998,-998
06,70000,0670000,Santa Monica city, California,1,2006,88244,46.2,85.72,14.95,43128,45116,68911,4060,9390,158,0,80141,8103
06,70098,0670098,Santa Rosa city, California,1,2006,150188,42.74,76.27000000000002,13.76,74690,75498,110671,3715,7934,1079,200,111290,38898
06,72016,0672016,Simi Valley city, California,1,2006,124653,44.61,73.31,7.79,61720,62933,96304,1084,9230,849,496,101297,23356
06,73080,0673080,South Gate city, California,1,2006,103378,43.96,66.12,6.49,51482,51896,45339,626,679,1230,0,5130,98248
06,75000,0675000,Stockton city, California,1,2006,284418,46.95,70.65,9.09,141559,142859,145119,32299,61873,1909,1827,178150,106268
06,77000,0677000,Sunnyvale city, California,1,2006,140516,43.84,74.35000000000002,10.81,73405,67111,64339,5536,49764,268,1534,115019,25497
06,78120,0678120,Temecula city, California,1,2006,79080,49.35,71.05,6.4,38348,40732,53671,3351,6763,844,441,-998,-998
06,78582,0678582,Thousand Oaks city, California,1,2006,127548,37.25,72.54,11.53,62504,65044,105012,1566,8907,997,28,-998,-998
06,80000,0680000,Torrance city, California,1,2006,142091,42.35,75.67,14.01,70542,71549,70740,3361,46854,0,895,117013,25078
06,80238,0680238,Tracy city, California,1,2006,88420,47.58,68.01,5.55,46541,41879,46976,8681,12107,1395,452,61182,27238
06,80812,0680812,Turlock city, California,1,2006,68568,47.89,74.82,10.69,32470,36098,50391,281,5639,813,538,-998,-998
06,80854,0680854,Tustin city, California,1,2006,61756,47.73,72.75,7.81,32284,29472,33549,2128,13727,90,934,-998,-998
06,81204,0681204,Union City city, California,1,2006,62749,43.54,75.74,10.85,30897,31852,15938,1923,34076,492,796,47471,15278
06,81344,0681344,Upland city, California,1,2006,78432,42.08,73.38,9.69,38067,40365,40703,6265,3995,134,0,45821,32611
06,81554,0681554,Vacaville city, California,1,2006,87171,46.42,77.16,9.56,48168,39003,59139,8386,4784,582,455,-998,-998
06,81666,0681666,Vallejo city, California,1,2006,116994,40.28,75.39,13.04,55440,61554,39255,27448,29543,1895,978,93172,23822
06,82590,0682590,Victorville city, California,1,2006,100672,44.78,63.96,8.24,47988,52684,57088,16129,6139,1416,290,57725,42947
06,82954,0682954,Visalia city, California,1,2006,114835,44.48,71.05,9.71,54713,60122,93067,2634,7979,653,0,-998,-998
06,82996,0682996,Vista city, California,1,2006,95126,48.12000000000001,73.28,9.88,50621,44505,64746,1798,4095,1383,0,53893,41233
06,84200,0684200,West Covina city, California,1,2006,112809,41.77,72.55,10.89,57300,55509,40639,4550,28051,539,145,57825,54984
06,84550,0684550,Westminster city, California,1,2006,95896,42.91,74.98,11.82,46237,49659,41979,1500,36328,341,0,-998,-998
06,85292,0685292,Whittier city, California,1,2006,100401,44.29,71.19,10.47,48550,51851,53156,682,2500,398,286,31760,68641
06,86832,0686832,Yorba Linda city, California,0,2006,64226,34.59,74.7,11.38,30399,33827,48824,1216,10538,0,0,-998,-998
08,03455,0803455,Arvada city, Colorado,1,2006,103277,39.01,76.44999999999997,13.170000000000002,50186,53091,92975,1033,2423,349,0,-998,-998
08,04000,0804000,Aurora city, Colorado,1,2006,298597,46.72,74.0,8.33,149683,148914,205615,42886,15336,2004,608,213536,85061
08,07850,0807850,Boulder city, Colorado,1,2006,92474,58.52,84.89999999999998,7.48,47503,44971,79068,944,5706,788,0,84209,8265
08,12815,0812815,Centennial city, Colorado,1,2006,103000,32.81,72.83,11.09,52386,50614,90272,3626,4556,182,0,-998,-998
08,16000,0816000,Colorado Springs city, Colorado,1,2006,399452,44.85,74.58,9.69,195986,203466,314025,27273,11063,3766,762,342963,56489
08,20000,0820000,Denver city, Colorado,1,2006,566974,45.08,75.53999999999998,10.74,288541,278433,386725,56209,17470,5430,653,369550,197424
08,27425,0827425,Fort Collins city, Colorado,1,2006,135481,53.45,79.91,7.960000000000001,67494,67987,120780,1291,4222,299,0,-998,-998
08,32155,0832155,Greeley city, Colorado,1,2006,93957,52.68000000000001,75.77000000000002,8.799999999999997,47546,46411,78678,156,2151,610,0,-998,-998
08,36410,0836410,Highlands Ranch CDP, Colorado,0,2006,92924,49.09,69.0,3.5700000000000003,46772,46152,82604,925,4680,405,0,-998,-998
08,43000,0843000,Lakewood city, Colorado,1,2006,144428,40.61,79.10000000000002,12.82,71740,72688,115405,3173,4278,1532,35,114807,29621
08,45970,0845970,Longmont city, Colorado,1,2006,84880,43.63,73.1,8.62,42001,42879,69542,786,998,47,54,-998,-998
08,62000,0862000,Pueblo city, Colorado,1,2006,103937,41.51000000000001,77.48,16.25,49961,53976,81580,2867,967,1759,0,-998,-998
08,77290,0877290,Thornton city, Colorado,1,2006,111323,47.83,70.67999999999998,5.45,54878,56445,84062,1604,4233,1616,0,76380,34943
08,83835,0883835,Westminster city, Colorado,1,2006,104001,45.59,74.09,8.21,55237,48764,89086,943,7416,823,53,-998,-998
09,08000,0908000,Bridgeport city, Connecticut,1,2006,136282,45.21,74.28,11.56,66495,69787,67105,44856,3607,0,91,88309,47973
09,18430,0918430,Danbury city, Connecticut,1,2006,78155,43.53,78.86,11.4,39776,38379,61296,4586,5153,0,129,62516,15639
09,37000,0937000,Hartford city, Connecticut,1,2006,119977,46.92,74.19,9.01,61161,58816,40806,44582,2272,267,70,73416,46561
09,50370,0950370,New Britain city, Connecticut,1,2006,71432,44.36,78.85,14.39,33779,37653,57497,6238,998,61,0,49338,22094
09,52000,0952000,New Haven city, Connecticut,1,2006,127288,52.12,74.78,8.77,60401,66887,54734,49452,6974,153,0,98664,28624
09,55990,0955990,Norwalk city, Connecticut,1,2006,78141,40.81,80.08999999999997,14.62,37329,40812,56855,9463,3445,0,50,59125,19016
09,73000,0973000,Stamford city, Connecticut,1,2006,118029,45.32,77.83,11.29,56463,61566,75819,17360,7269,0,0,94811,23218
09,80000,0980000,Waterbury city, Connecticut,1,2006,104341,42.28,75.16000000000003,13.33,50560,53781,65829,20013,1186,267,0,75699,28642
10,77580,1077580,Wilmington city, Delaware,1,2006,63752,42.38,77.62,13.38,29431,34321,25649,34408,294,35,0,-998,-998
11,50000,1150000,Washington city, District of Columbia,1,2006,581530,48.09,80.25,12.29,272604,308926,200395,322105,19827,1903,203,533755,47775
12,07300,1207300,Boca Raton city, Florida,1,2006,74623,34.42,83.15,20.05,37570,37053,66672,1937,1865,0,174,66606,8017
12,07875,1207875,Boynton Beach city, Florida,1,2006,63267,38.42,77.34,20.93,29554,33713,37191,19576,1016,220,0,54665,8602
12,08150,1208150,Brandon CDP, Florida,0,2006,88657,42.29,75.49,10.6,44304,44353,68618,10040,2358,510,0,71253,17404
12,10275,1210275,Cape Coral city, Florida,1,2006,148246,42.24,75.7,14.099999999999998,72973,75273,131717,6545,2022,633,86,122757,25489
12,12875,1212875,Clearwater city, Florida,1,2006,115498,34.300000000000004,81.85,22.48,54701,60797,95726,13165,3078,356,0,101036,14462
12,14400,1214400,Coral Springs city, Florida,1,2006,138021,42.3,72.23,6.78,66699,71322,104318,17460,6079,324,241,104145,33876
12,16475,1216475,Davie town, Florida,1,2006,83422,41.44,73.58,9.51,41410,42012,70965,2992,4844,0,0,61887,21535
12,16725,1216725,Deerfield Beach city, Florida,1,2006,82272,39.05,83.0,21.790000000000006,40206,42066,59606,17098,1070,72,0,71456,10816
12,17200,1217200,Deltona city, Florida,1,2006,82354,43.42,74.8,13.14,42120,40234,66312,7711,1002,43,0,59265,23089
12,24000,1224000,Fort Lauderdale city, Florida,1,2006,174107,38.92,79.61,13.84,92573,81534,102932,61000,2110,780,0,154683,19424
12,25175,1225175,Gainesville city, Florida,1,2006,105714,61.33,86.52,9.11,52754,52960,71839,24511,6411,64,0,96662,9052
12,30000,1230000,Hialeah city, Florida,1,2006,209971,38.82,79.14,19.39,102602,107369,189814,8211,898,0,0,12465,197506
12,32000,1232000,Hollywood city, Florida,1,2006,144092,40.03,77.75,14.87,71293,72799,108943,18614,3897,473,0,102576,41516
12,35000,1235000,Jacksonville city, Florida,1,2006,799875,42.86,73.7,10.05,388948,410927,493815,245230,26815,2823,484,753093,46782
12,36100,1236100,Kendall CDP, Florida,0,2006,78524,37.89,76.87,16.78,38725,39799,68474,3078,1778,0,0,33318,45206
12,38250,1238250,Lakeland city, Florida,1,2006,100502,40.22,77.52,21.23,46054,54448,66812,22206,335,312,0,88791,11711
12,39425,1239425,Largo city, Florida,1,2006,75801,30.74,82.75,26.77,36241,39560,67077,4459,864,433,485,-998,-998
12,39925,1239925,Lehigh Acres CDP, Florida,0,2006,67863,46.83,72.54,11.37,34509,33354,50177,10608,423,379,0,51760,16103
12,43975,1243975,Melbourne city, Florida,1,2006,76447,41.8,81.74,21.1,36893,39554,63467,6756,3116,293,0,71321,5126
12,45000,1245000,Miami city, Florida,1,2006,358091,41.65,78.38000000000002,16.54,175809,182282,252562,80384,2850,143,210,111150,246941
12,45025,1245025,Miami Beach city, Florida,1,2006,84880,47.92,83.95,16.27,46660,38220,74132,1169,371,498,0,40653,44227
12,45060,1245060,Miami Gardens city, Florida,1,2006,90741,43.97,76.13,13.12,40826,49915,15721,69852,450,0,0,74160,16581
12,45975,1245975,Miramar city, Florida,1,2006,111881,46.78,69.94,5.53,54858,57023,46757,46857,6089,0,0,65629,46252
13,01052,1301052,Albany city, Georgia,1,2006,77730,43.84,71.54,11.54,36452,41278,-998,-998,-998,-998,-998,-998,-998
06,24477,0624477,Florence-Graham CDP, California,0,2006,65346,49.18,62.97000000000001,5.21,33060,32286,-998,-998,-998,-998,-998,8045,57301
18,51876,1851876,Muncie city, Indiana,1,2006,61683,50.81,81.36,13.750000000000002,28321,33362,-998,-998,-998,-998,-998,-998,-998
29,54074,2954074,O'Fallon city, Missouri,1,2006,67818,48.06,73.21,7.1,34322,33496,-998,-998,-998,-998,-998,-998,-998
17,02154,1702154,Arlington Heights village, Illinois,1,2006,74320,33.14,74.11999999999998,16.34,32474,41846,-998,-998,-998,-998,-998,-998,-998
44,74300,4474300,Warwick city, Rhode Island,1,2006,82178,38.41,80.35,16.35,39415,42763,-998,-998,-998,-998,-998,-998,-998
26,27440,2627440,Farmington Hills city, Michigan,1,2006,84190,39.41,78.86,16.950000000000006,40484,43706,-998,-998,-998,-998,-998,-998,-998
36,15000,3615000,Cheektowaga CDP, New York,0,2006,75279,38.53,79.34,19.03,36983,38296,-998,-998,-998,-998,-998,-998,-998
48,06128,4806128,Baytown city, Texas,1,2006,73491,44.57,69.98,7.85,36300,37191,-998,-998,-998,-998,-998,-998,-998
01,07000,0107000,Birmingham city, Alabama,1,2007,206215,41.87000000000001,78.56,13.02,98049,108166,48149,154492,1138,1164,0,-998,-998
01,21184,0121184,Dothan city, Alabama,0,2007,62837,37.9,74.21,15.09,29791,33046,41650,19197,615,352,0,61348,1489
01,35896,0135896,Hoover city, Alabama,1,2007,72625,41.71,75.64,8.55,35126,37499,60518,6521,3980,0,0,-998,-998
01,37000,0137000,Huntsville city, Alabama,1,2007,167121,42.14,78.61,14.79,80860,86261,107073,50706,4235,292,0,161764,5357
01,50000,0150000,Mobile city, Alabama,1,2007,189476,41.42,75.17,13.29,86767,102709,88160,94535,3712,61,0,-998,-998
01,51000,0151000,Montgomery city, Alabama,1,2007,200834,42.22,73.49,12.03,93730,107104,82787,112225,2852,182,70,197477,3357
01,77256,0177256,Tuscaloosa city, Alabama,1,2007,77430,52.15,81.0,12.43,36719,40711,40934,33961,1969,51,0,-998,-998
02,03000,0203000,Anchorage municipality, Alaska,1,2007,279671,45.36,73.37,6.48,143453,136218,193075,17642,17293,16053,3087,257675,21996
04,04720,0404720,Avondale city, Arizona,1,2007,68793,46.89,64.09,4.98,33445,35348,46770,4135,3343,703,0,32094,36699
04,12000,0412000,Chandler city, Arizona,1,2007,227940,45.8,72.67,6.76,113471,114469,177835,10371,17292,3460,970,185092,42848
04,27400,0427400,Gilbert town, Arizona,1,2007,195090,44.14,65.16999999999999,4.89,96943,98147,164812,6000,7620,1134,170,167395,27695
04,27820,0427820,Glendale city, Arizona,1,2007,235940,44.91,71.24000000000002,7.399999999999999,116214,119726,185968,12489,6510,2380,188,155731,80209
04,46000,0446000,Mesa city, Arizona,1,2007,479415,42.51,74.6,13.85,245966,233449,409162,11739,8966,9512,549,346248,133167
04,54050,0454050,Peoria city, Arizona,1,2007,152107,40.61,72.24000000000002,13.38,74070,78037,130410,6877,3263,1588,0,-998,-998
04,55000,0455000,Phoenix city, Arizona,1,2007,1513777,45.97,70.54,7.76,777589,736188,1135440,80207,40217,28631,2041,867107,646670
04,65000,0465000,Scottsdale city, Arizona,1,2007,213877,35.6,82.42,19.07,105138,108739,195503,3631,5309,622,288,195707,18170
04,71510,0471510,Surprise city, Arizona,1,2007,107832,35.68,72.32,16.76,50955,56877,86512,3403,2178,820,79,84714,23118
